left_label,right_label,left_family,right_family,edge_transition,left_meaning_similarity,right_meaning_similarity,left_mcm_similarity,right_mcm_similarity,left_hearing_similarity,right_hearing_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
N,O,dio_10qz,dio_114i,edge_carried,0.999927,0.999946,0.999709,0.999764,0.999969,0.999996,True,False,False,False,False,False,False,False
N,O,dio_10qz,dio_1ytc,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N,O,dio_10qz,dio_0325,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N,O,dio_114i,dio_1ytc,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N,O,dio_114i,dio_0325,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N,O,dio_1ytc,dio_0325,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
