family,left_visible,right_visible,edge_lost_count,edge_new_count,edge_carried_count,family_transition,left_text_hint,right_text_hint,sehen_stage_delta,hoeren_stage_delta,fuehlen_mcm_stage_delta,zeit_stage_delta,neuro_stage_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_10qz,True,True,0,0,1,family_carried,focus_tone,focus_tone,0.0,0.001485,0.000283667,0.0,5.2e-05,True,False,False,False,False,False,False,False
dio_114i,True,True,0,0,1,family_carried,focus_tone,focus_tone,0.0,0.0009055,0.000313,0.0,0.000126667,True,False,False,False,False,False,False,False
dio_1ytc,False,False,0,0,0,family_absent,-,-,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
dio_0325,True,True,0,0,0,family_carried,focus_tone,focus_tone,0.0,0.00027,8.1333e-05,0.0,3.1e-05,True,False,False,False,False,False,False,False
