run,tick,timestamp_ms,family,action,raw_action,kind,reward,best_action_training,best_reward_training,phase_active,phase_age,episode_relation,episode_binding_pressure,episode_release_pressure,trade_readiness,mature_transfer,relative_positive_reward
56,1,1767340300000000,dio_1uyk,WAIT,WAIT,observed_potential,0.0,SHORT,1.234935,0,9999,none,0.0,1.0,0.00529,0.00529,0.0
56,2,1767340600000000,dio_1fcl,WAIT,WAIT,observed_potential,0.0,SHORT,1.03606,0,9999,none,0.0,1.0,0.00509,0.00509,0.0
56,3,1767340900000000,dio_00t3,WAIT,WAIT,observed_potential,0.0,SHORT,0.654224,0,9999,none,0.0,1.0,0.00517,0.00517,0.0
56,4,1767341200000000,dio_14ch,WAIT,WAIT,observed_potential,0.0,SHORT,0.321216,0,9999,none,0.0,1.0,0.004685,0.004685,0.0
56,5,1767341500000000,dio_01ql,WAIT,WAIT,observed_potential,0.0,LONG,0.001543,0,9999,none,0.0,1.0,0.004113,0.004113,0.0
56,6,1767341800000000,dio_1on4,WAIT,WAIT,observed_potential,0.0,LONG,0.307,0,9999,none,0.0,1.0,0.004039,0.004039,0.0
56,7,1767342100000000,dio_0oqk,WAIT,WAIT,observed_potential,0.0,LONG,0.374255,0,9999,none,0.0,1.0,0.004317,0.004317,0.0
56,8,1767342400000000,dio_0qb3,WAIT,WAIT,observed_potential,0.0,LONG,0.576544,0,9999,none,0.0,1.0,0.006812,0.006812,0.0
56,9,1767342700000000,dio_15r2,WAIT,WAIT,observed_potential,0.0,LONG,1.136199,0,9999,none,0.0,1.0,0.004368,0.004368,0.0
56,10,1767343000000000,dio_0nmi,LONG,LONG,positive_executed_contact,1.590331,LONG,1.590331,0,9999,none,0.0,1.0,0.391038,0.0667,1.0
56,15,1767344500000000,dio_1iwb,WAIT,WAIT,observed_potential,0.0,SHORT,0.297614,0,5,different_contact,0.0,1.0,0.003785,0.003785,0.0
56,16,1767344800000000,dio_1ce7,WAIT,WAIT,observed_potential,0.0,SHORT,1.023893,0,6,different_contact,0.0,1.0,0.004392,0.004392,0.0
56,17,1767345100000000,dio_060l,WAIT,WAIT,observed_potential,0.0,SHORT,1.190707,0,7,different_contact,0.0,1.0,0.0043,0.0043,0.0
56,18,1767345400000000,dio_1ax9,WAIT,WAIT,observed_potential,0.0,SHORT,1.237693,0,8,none,0.0,1.0,0.004253,0.004253,0.0
