core_stability_state,count,avg_score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
stable_passive_foreign_boundary_core,99,0.0,True,False,False,False,False,False,False,False
stable_passive_variation_core,17,-0.001365008,True,False,False,False,False,False,False,False
stable_passive_recurrence_core,5,0.0,True,False,False,False,False,False,False,False
lost_passive_variation_core,2,-0.684821667,True,False,False,False,False,False,False,False
