candidate_state,candidate_count,stage_count,total_latent_edge_count,total_nontrivial_component_count,max_largest_component_size,max_largest_matrix_island_latent_count,latent_island_reading,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
spacetime_latent_persistent_trace,240,4,13,13,2,2,Latente Spuren bilden eigene verbundene Teilmuster ausserhalb der beobachteten Kernkopplung.,True,True,False,False,False,False,False,False,False,False
