stage_label,component_rank,component_size,families,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
L,1,2,dio_07kj|dio_09u3,True,True,False,False,False,False,False,False,False,False
L,2,2,dio_0r8l|dio_10xx,True,True,False,False,False,False,False,False,False,False
L,3,2,dio_0zkk|dio_12x0,True,True,False,False,False,False,False,False,False,False
M,1,2,dio_07kj|dio_09u3,True,True,False,False,False,False,False,False,False,False
M,2,2,dio_0r8l|dio_10xx,True,True,False,False,False,False,False,False,False,False
M,3,2,dio_0zkk|dio_12x0,True,True,False,False,False,False,False,False,False,False
N,1,2,dio_07kj|dio_09u3,True,True,False,False,False,False,False,False,False,False
N,2,2,dio_0r8l|dio_10xx,True,True,False,False,False,False,False,False,False,False
N,3,2,dio_0zkk|dio_12x0,True,True,False,False,False,False,False,False,False,False
O,1,2,dio_07kj|dio_09u3,True,True,False,False,False,False,False,False,False,False
O,2,2,dio_0dki|dio_0eeh,True,True,False,False,False,False,False,False,False,False
O,3,2,dio_0r8l|dio_10xx,True,True,False,False,False,False,False,False,False,False
O,4,2,dio_0zkk|dio_12x0,True,True,False,False,False,False,False,False,False,False
