run,tick,symbol_family,action,outcome_event,reward,event_reward,close_reward,entry_price,tp_price,sl_price,exit_price,bars_held,source_file
153,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
153,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
153,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
153,12,dio_1vpi,WAIT,NO_TRADE,0.0,0.0,0.0,103.10000000,103.10000000,103.10000000,103.10000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
153,13,dio_00qb,WAIT,NO_TRADE,0.0,0.0,0.0,102.86000000,102.86000000,102.86000000,102.86000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
153,14,dio_0t0v,LONG,TP,1.0,1.0,1.036659,102.64000000,103.36800000,101.91200000,103.36800000,3,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_153\episodes.csv
154,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
154,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
154,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
154,12,dio_1vpi,WAIT,NO_TRADE,0.0,0.0,0.0,103.10000000,103.10000000,103.10000000,103.10000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
154,13,dio_00qb,WAIT,NO_TRADE,0.0,0.0,0.0,102.86000000,102.86000000,102.86000000,102.86000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
154,14,dio_0t0v,LONG,TP,1.0,1.0,1.036659,102.64000000,103.36800000,101.91200000,103.36800000,3,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_154\episodes.csv
155,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_155\episodes.csv
155,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_155\episodes.csv
155,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_155\episodes.csv
155,12,dio_1vpi,SHORT,TP,1.0,1.0,-0.342483,103.10000000,102.32000000,103.88000000,102.32000000,3,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_155\episodes.csv
155,17,dio_02qu,LONG,TP,1.0,1.0,0.36744,103.40000000,104.07200000,102.72800000,104.07200000,2,debug\dio_mini_tp_sl_followup_probe18\dio_mini_lauf_155\episodes.csv
