transition,left_text_island_count,right_text_island_count,shared_text_island_count,new_text_island_count,lost_text_island_count,shared_ratio_left,shared_ratio_right,new_ratio_right,lost_ratio_left,avg_shared_semantic_maturity_delta,avg_shared_stability_pressure_delta,avg_shared_variation_bearing_delta,avg_shared_drift_pressure_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
F_ONLY->F_G,161,196,161,35,0,1.0,0.821428571,0.178571429,0.0,0.19114582,0.113979164,0.165899322,0.068322981,True,False,False,False,False,False,False,False
