stage_order,stage_label,source_path,text_island_count,stable_core_count,stable_core_ratio,soft_variation_count,soft_variation_ratio,drift_watch_count,drift_watch_ratio,raw_space_count,raw_space_ratio,avg_semantic_maturity_score,avg_stability_pressure,avg_variation_bearing,avg_drift_pressure,dominant_inner_state,dominant_maturity_state,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
1,F_ONLY,debug\dio_mini_passive_text_island_inner_map_F_only_anchor_check_20260607_v1\passive_text_island_inner_map.csv,161,0,0.0,0,0.0,0,0.0,161,1.0,0.210476191,0.55,0.084190476,0.0,inner_unconfirmed_raw_space,new_unconfirmed_text_island,True,False,False,False,False,False,False,False
2,F_G,debug\dio_mini_passive_text_island_inner_map_F_G_check_20260607_v1\passive_text_island_inner_map.csv,196,87,0.443877551,26,0.132653061,22,0.112244898,61,0.31122449,0.366978625,0.643625742,0.220260838,0.056122449,inner_stable_recurrence_space,stable_recurrent_text_island,True,False,False,False,False,False,False,False
