world_label,symbol_family,reflection_context_symbol,episodes,trades,tp,sl,reward_sum,carried_count,cautious_count,avg_reflection_carry,avg_reflection_strain,avg_reflection_alignment,unloaded_count,avg_reflection_world_support,avg_reflection_current_support,avg_trade_readiness,avg_mini_neuro_balance,avg_observation_learning_pressure,max_reflection_carry,max_reflection_strain,last_context_state,last_symbol,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric
probe14,dio_0xpt,dio_rctx_mvt3xt,2,0,0,0,0.0,2,0,0.262003,0.250029,0.9055525,0,0.3045045,0.210057,0.013957,0.062902,0.402014,0.262567,0.250227,reflection_context_carried,dio_0xptrw5,True,False,False,False,False
probe14,dio_0n45,dio_rctx_57xm2a,2,0,0,0,0.0,2,0,0.2611625,0.2577795,0.91811,0,0.298013,0.216123,0.0044295,0.030446,0.4454895,0.261297,0.257829,reflection_context_carried,dio_0n45jlx,True,False,False,False,False
probe14,dio_173s,dio_rctx_1h4see2,2,0,0,0,0.0,0,2,0.2591525,0.2603445,0.917777,0,0.2961525,0.21393,0.025614,0.0211435,0.413101,0.259732,0.260548,reflection_context_cautious,dio_173sbgr,True,False,False,False,False
probe14,dio_0gmg,dio_rctx_11ryflx,2,0,0,0,0.0,0,2,0.258263,0.2730825,0.9251975,0,0.291924,0.2171215,0.0277815,-0.031495,0.436827,0.25883,0.273286,reflection_context_cautious,dio_0gmg3at,True,False,False,False,False
probe14,dio_1gxl,dio_rctx_1qribjp,2,0,0,0,0.0,2,0,0.256868,0.2530205,0.898482,0,0.302551,0.201033,0.0225435,0.053136,0.364915,0.25738,0.2532,reflection_context_carried,dio_1gxl1ct,True,False,False,False,False
probe14,dio_0be3,dio_rctx_jaaw2y,2,0,0,0,0.0,0,2,0.228765,0.247631,0.8412615,0,0.3001975,0.1414585,0.0080445,0.041367,0.231775,0.22909,0.247745,reflection_context_cautious,dio_0be39ws,True,False,False,False,False
probe14,dio_0szn,dio_rctx_1krd8lt,2,0,0,0,0.0,0,2,0.22729,0.2456585,0.8340685,0,0.301959,0.1360275,0.0073875,0.0501765,0.2124105,0.227578,0.245761,reflection_context_cautious,dio_0sznn5g,True,False,False,False,False
probe14,dio_14jl,dio_rctx_ye57qg,2,0,0,0,0.0,0,2,0.2187285,0.27132,0.837343,0,0.291924,0.129267,0.0103925,-0.0519935,0.218685,0.218929,0.271392,reflection_context_cautious,dio_14jlcoa,True,False,False,False,False
probe15,dio_0cgn,dio_rctx_18r73tf,2,0,0,0,0.0,2,0,0.314754,0.2181995,0.9616165,0,0.3320265,0.293643,0.052266,0.208952,0.5412085,0.314765,0.218231,reflection_context_carried,dio_0cgnxn5,True,False,False,False,False
probe15,dio_0hd3,dio_rctx_1007lxp,2,0,0,0,0.0,2,0,0.30903,0.246607,0.998332,0,0.30944,0.3085295,0.056079,0.0960195,0.620047,0.3099,0.246912,reflection_context_carried,dio_0hd3xl3,True,False,False,False,False
probe15,dio_0x52,dio_rctx_o2vcyv,2,0,0,0,0.0,2,0,0.3050125,0.227187,0.9532885,0,0.3260325,0.279321,0.0202885,0.1789805,0.5463215,0.305734,0.227446,reflection_context_carried,dio_0x52rrz,True,False,False,False,False
probe15,dio_1pfo,dio_rctx_n3hl14,2,0,0,0,0.0,2,0,0.30046,0.2547405,0.991788,0,0.3041555,0.295943,0.0050865,0.0695955,0.6544615,0.300497,0.254754,reflection_context_carried,dio_1pfo7u4,True,False,False,False,False
probe15,dio_1mx2,dio_rctx_1env36u,2,0,0,0,0.0,2,0,0.2989975,0.255451,0.9895385,0,0.303705,0.293244,0.0227865,0.067344,0.6230065,0.299869,0.255757,reflection_context_carried,dio_1mx2l9m,True,False,False,False,False
probe15,dio_1guc,dio_rctx_1yioutu,2,0,0,0,0.0,2,0,0.2980585,0.247073,0.9724945,0,0.3104355,0.2829305,0.050528,0.1009965,0.542889,0.29882,0.24734,reflection_context_carried,dio_1guc9eq,True,False,False,False,False
probe15,dio_0u1i,dio_rctx_i7z6ip,2,0,0,0,0.0,2,0,0.296267,0.2542345,0.9809245,0,0.304851,0.285776,0.0209205,0.073074,0.600173,0.297048,0.254516,reflection_context_carried,dio_0u1izga,True,False,False,False,False
probe15,dio_199c,dio_rctx_16wszis,2,0,0,0,0.0,2,0,0.292248,0.25524,0.972594,0,0.304581,0.2771745,0.0213095,0.0717225,0.5720195,0.292994,0.255509,reflection_context_carried,dio_199cglh,True,False,False,False,False
probe15,dio_0eh8,dio_rctx_5yv0cv,2,0,0,0,0.0,2,0,0.2692245,0.239114,0.908179,0,0.310544,0.218723,0.0145375,0.1015385,0.4185595,0.269811,0.23932,reflection_context_carried,dio_0eh8epc,True,False,False,False,False
probe15,dio_12jm,dio_rctx_o0g9us,2,0,0,0,0.0,2,0,0.2677675,0.258592,0.9404655,0,0.294558,0.2350235,0.0417975,0.0216085,0.460977,0.268414,0.258819,reflection_context_carried,dio_12jmqj2,True,False,False,False,False
probe15,dio_15ms,dio_rctx_16eyz18,2,0,0,0,0.0,2,0,0.26107,0.249856,0.906516,0,0.303138,0.209654,0.0138895,0.0645085,0.400347,0.261632,0.250053,reflection_context_carried,dio_15ms14o,True,False,False,False,False
probe15,dio_173s,dio_rctx_s0jce4,2,0,0,0,0.0,2,0,0.2609795,0.2585685,0.922811,0,0.2957145,0.218525,0.0369615,0.0273905,0.411095,0.261556,0.258771,reflection_context_carried,dio_173sbgr,True,False,False,False,False
probe15,dio_0gmg,dio_rctx_n711b0,2,0,0,0,0.0,0,2,0.2597915,0.27265,0.9323455,0,0.290236,0.222582,0.039805,-0.0305295,0.438392,0.26036,0.272854,reflection_context_cautious,dio_0gmg3at,True,False,False,False,False
probe15,dio_07rf,dio_rctx_scc0lc,2,0,0,0,0.0,0,2,0.2585745,0.2604185,0.920045,0,0.2945545,0.2145995,0.0050865,0.0215915,0.4425,0.258733,0.260477,reflection_context_cautious,dio_07rfl5q,True,False,False,False,False
probe15,dio_1gxl,dio_rctx_1i90nbu,2,0,0,0,0.0,2,0,0.257746,0.251773,0.9020415,0,0.301827,0.203869,0.0325385,0.0579555,0.359354,0.25825,0.25195,reflection_context_carried,dio_1gxl1ct,True,False,False,False,False
probe15,dio_0izw,dio_rctx_19n5qo9,2,0,0,0,0.0,0,2,0.2273665,0.2484055,0.8427675,0,0.2981215,0.140889,0.0079985,0.0394255,0.230624,0.22769,0.248519,reflection_context_cautious,dio_0izwfm7,True,False,False,False,False
probe15,dio_1g18,dio_rctx_9qn4lo,2,0,0,0,0.0,0,2,0.226213,0.2454815,0.834684,0,0.3006055,0.1352895,0.00729,0.051845,0.209709,0.226497,0.245582,reflection_context_cautious,dio_1g18jad,True,False,False,False,False
probe15,dio_14jl,dio_rctx_1pgya4h,2,0,0,0,0.0,0,2,0.2194855,0.271369,0.8427765,0,0.290236,0.1330125,0.014738,-0.052498,0.225329,0.219703,0.271447,reflection_context_cautious,dio_14jlcoa,True,False,False,False,False
