transition,text_island_symbol,lupe_category,was_present_before,left_inner_map_state,right_inner_map_state,left_maturity_state,right_maturity_state,semantic_maturity_score,semantic_maturity_delta,stability_pressure,variation_bearing,drift_pressure,family_count,families,inner_map_note,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
G_ONLY->G_H,dio_text_1qox452,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_movement_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.386205867,0.1795392,0.3587328,0.454482347,0.0,5,dio_005q|dio_0zq7|dio_1fzx|dio_1j58|dio_1qd9,"dio_text_1qox452: inner_unconfirmed_movement_space; score=0.386; stable=0.359; var=0.454; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1nb8rj3,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0mlx,"dio_text_1nb8rj3: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1nn5psx,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1lcu,"dio_text_1nn5psx: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1oxe3a7,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_00wl,"dio_text_1oxe3a7: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1qx4381,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0vtu,"dio_text_1qx4381: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1rzm35l,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0a0v,"dio_text_1rzm35l: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1s2vma8,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_093t,"dio_text_1s2vma8: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1swcg9i,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_098w,"dio_text_1swcg9i: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1u9hanc,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0vqe,"dio_text_1u9hanc: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1uuigxj,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_12b2,"dio_text_1uuigxj: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1v3fw9d,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0jdy,"dio_text_1v3fw9d: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1w0ccp,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0jgl,"dio_text_1w0ccp: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1wtyu64,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1w53,"dio_text_1wtyu64: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1xf7zxs,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1tcv,"dio_text_1xf7zxs: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1xpijr,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0juh,"dio_text_1xpijr: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1yf1lcl,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0ye9,"dio_text_1yf1lcl: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1yvyqoy,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_16xo,"dio_text_1yvyqoy: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1yy7b02,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0w05,"dio_text_1yy7b02: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_2huq5y,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_118t,"dio_text_2huq5y: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_3cksnx,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0t7r,"dio_text_3cksnx: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_3n3v6t,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0h8k,"dio_text_3n3v6t: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_4rcuji,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1i4x,"dio_text_4rcuji: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_4zlfdv,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0ghz,"dio_text_4zlfdv: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_564ra6,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0x86,"dio_text_564ra6: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_65wy8h,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1bnp,"dio_text_65wy8h: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_7uk4r3,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1fo9,"dio_text_7uk4r3: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_88n1j5,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_11qj,"dio_text_88n1j5: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_8y31ii,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0zmc,"dio_text_8y31ii: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_90elun,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_03em,"dio_text_90elun: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_bfyz2y,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0qsr,"dio_text_bfyz2y: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_bnngns,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1k1o,"dio_text_bnngns: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_c29c6,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0qwb,"dio_text_c29c6: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_c8iucg,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0wsf,"dio_text_c8iucg: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_cbaacj,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1kwp,"dio_text_cbaacj: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_d6wxct,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_03bb,"dio_text_d6wxct: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_f8qv2v,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1k9b,"dio_text_f8qv2v: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_g2ete1,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_17y0,"dio_text_g2ete1: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_ica3lu,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0wsp,"dio_text_ica3lu: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_j5ifpp,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0n1z,"dio_text_j5ifpp: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_k1rwir,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1bj6,"dio_text_k1rwir: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_k8rtsl,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_037i,"dio_text_k8rtsl: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_la9544,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0x0x,"dio_text_la9544: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_la9pia,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1856,"dio_text_la9pia: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_lkh0hi,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0bzr,"dio_text_lkh0hi: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_mkk94q,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0nwm,"dio_text_mkk94q: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_n3vo3e,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0wdq,"dio_text_n3vo3e: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_n4yben,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_01kq,"dio_text_n4yben: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_o4jr4q,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1xfw,"dio_text_o4jr4q: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_orzvgl,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0lyl,"dio_text_orzvgl: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_qe7gt1,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1qpi,"dio_text_qe7gt1: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_qoazvp,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1slo,"dio_text_qoazvp: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_qypegb,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0h67,"dio_text_qypegb: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_rg01ur,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0bhg,"dio_text_rg01ur: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_shh0s9,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1awd,"dio_text_shh0s9: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_t8qf9f,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1fdl,"dio_text_t8qf9f: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_ufs8d2,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0yn1,"dio_text_ufs8d2: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_v4dtzv,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1mto,"dio_text_v4dtzv: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_v6pra1,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_081d,"dio_text_v6pra1: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_v93qoj,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1378,"dio_text_v93qoj: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_w0pvwj,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1ahw,"dio_text_w0pvwj: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_w22g3p,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1azw,"dio_text_w22g3p: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_wmjdu3,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_108f,"dio_text_wmjdu3: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_wthpcx,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1mxa,"dio_text_wthpcx: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_wwblqc,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0pl4,"dio_text_wwblqc: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_wwqosu,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1di2,"dio_text_wwqosu: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_xc1928,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0ww2,"dio_text_xc1928: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_xqtcje,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0o30,"dio_text_xqtcje: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_xyw41d,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1hzf,"dio_text_xyw41d: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_y8vi92,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_14q2,"dio_text_y8vi92: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_152s7k2,drift_watch,True,inner_unconfirmed_raw_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.302050133,0.0687168,0.6039712,0.420820053,0.5,3,dio_0bde|dio_0z2v|dio_16ry,"dio_text_152s7k2: inner_drift_watch_space; score=0.302; stable=0.604; var=0.421; passiv, keine Handlung.",True,False,False,False,False,False,False,False
