transition,lupe_category,count,avg_semantic_maturity_score,avg_semantic_maturity_delta,avg_stability_pressure,avg_variation_bearing,avg_drift_pressure,avg_family_count,top_symbols,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
G_ONLY->G_H,new_raw_extension,158,0.209704642,0.209704642,0.55,0.083881857,0.0,1.455696203,dio_text_10itpss|dio_text_110kwje|dio_text_11v2o2k|dio_text_12n3ffm|dio_text_12o9nwj|dio_text_12t8zsq|dio_text_13i6h0l|dio_text_13vhqp9|dio_text_1443oo6|dio_text_14jzt6i|dio_text_14qp6fj|dio_text_14s534r,True,False,False,False,False,False,False,False
G_ONLY->G_H,carried_raw_space,133,0.212504314,0.002629627,0.547068566,0.089513004,0.0,1.54887218,dio_text_10tdlgu|dio_text_11gnkh6|dio_text_12o524i|dio_text_1375gtt|dio_text_139mrrt|dio_text_13vvpp5|dio_text_14h967m|dio_text_14mirbg|dio_text_14s5xad|dio_text_162ndwo|dio_text_16inwym|dio_text_16jvunu,True,False,False,False,False,False,False,False
G_ONLY->G_H,stable_core,19,0.482394158,0.275376613,0.771452355,0.192957663,0.0,1.052631579,dio_text_14eizb9|dio_text_153gn8y|dio_text_18ku4h1|dio_text_1axxr0j|dio_text_1dmfjko|dio_text_1iy6mgi|dio_text_1j80ia3|dio_text_1jdlpx1|dio_text_1mdfmx0|dio_text_1tpco55|dio_text_1udw1m6|dio_text_1y79hw9,True,False,False,False,False,False,False,False
G_ONLY->G_H,soft_variation_space,11,0.438687091,0.221111333,0.5363895,0.475474836,0.0,3.181818182,dio_text_19a4wib|dio_text_1mvaeuf|dio_text_1ne15hk|dio_text_1vxdbk5|dio_text_1xd64od|dio_text_jwkf1a|dio_text_mpbutk|dio_text_pt4dv2|dio_text_sagras|dio_text_sg6q7d|dio_text_zle8sl,True,False,False,False,False,False,False,False
G_ONLY->G_H,drift_watch,7,0.238406219,0.021263362,0.460379007,0.395362488,0.5,1.285714286,dio_text_152s7k2|dio_text_16wtsro|dio_text_1xb2hkl|dio_text_6aj5eo|dio_text_gwj6yd|dio_text_kekv5o|dio_text_t1lccd,True,False,False,False,False,False,False,False
