shift_state,count,text_island_anchors,family_anchors,avg_score_delta,avg_rawness_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
syntax_survives_raw,277,268,9,-4.8135e-05,4.8135e-05,True,False,False,False,False,False,False,False
