shift_state,anchor_type,anchor_symbol,left_label,right_label,left_text_island_symbol,right_text_island_symbol,same_text_island,left_inner_map_state,right_inner_map_state,left_semantic_maturity_score,right_semantic_maturity_score,score_delta,left_rawness,right_rawness,shared_families,shared_family_count,left_stability_pressure,right_stability_pressure,left_variation_bearing,right_variation_bearing,left_families,right_families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
syntax_survives_raw,family,dio_09fk,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_20dq1a,dio_text_1yo1kc0,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_09fk,1,0.55,0.55,0.085333333,0.082666667,dio_09fk|dio_09zn,dio_09fk,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0j34,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_cuitat,dio_text_k8qvdl,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0j34,1,0.55,0.55,0.082666667,0.085333333,dio_0j34,dio_0j34|dio_0xt9,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0lrt,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_qf97iu,dio_text_1ptmnh2,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0lrt,1,0.55,0.55,0.082666667,0.085333333,dio_0lrt,dio_0lrt|dio_1yej,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0r4h,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_12c1nlt,dio_text_16nwkmu,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0r4h,1,0.55,0.55,0.085333333,0.082666667,dio_0r4h|dio_0reg,dio_0r4h,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0reg,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_12c1nlt,dio_text_19ui5ym,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0reg,1,0.55,0.55,0.085333333,0.082666667,dio_0r4h|dio_0reg,dio_0reg,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0rt8,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_1k5j6bq,dio_text_30lu29,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0rt8,1,0.55,0.55,0.082666667,0.085333333,dio_0rt8,dio_0dos|dio_0rt8,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0xt9,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_1eguv7,dio_text_k8qvdl,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0xt9,1,0.55,0.55,0.082666667,0.085333333,dio_0xt9,dio_0j34|dio_0xt9,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0zkk,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_4awq52,dio_text_ddbk0g,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.22,0.206666667,-0.013333333,0.78,0.793333333,dio_0zkk,1,0.55,0.55,0.088,0.082666667,dio_0zkk|dio_12n0|dio_12x0,dio_0zkk,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_12n0,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_4awq52,dio_text_6p58cl,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.22,0.213333333,-0.006666667,0.78,0.786666667,dio_12n0|dio_12x0,2,0.55,0.55,0.088,0.085333333,dio_0zkk|dio_12n0|dio_12x0,dio_12n0|dio_12x0,True,False,False,False,False,False,False,False
syntax_survives_raw,text_island,dio_text_10itpss,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_10itpss,dio_text_10itpss,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.206666667,0.0,0.793333333,0.793333333,dio_0irs,1,0.55,0.55,0.082666667,0.082666667,dio_0irs,dio_0irs,True,False,False,False,False,False,False,False
syntax_survives_raw,text_island,dio_text_10ksgna,O_FOLGEKONTAKT6,VARIANTE_P_folgekontakt7,dio_text_10ksgna,dio_text_10ksgna,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.206666667,0.0,0.793333333,0.793333333,dio_1xs0,1,0.55,0.55,0.082666667,0.082666667,dio_1xs0,dio_1xs0,True,False,False,False,False,False,False,False
