symbol_family,burden_family_action,reflection_state,reward_delta,burden_action,before_reward,after_reward,before_episode_count,after_episode_count,episode_delta,wait_trace_count,wait_related_observation_count,wait_family_actions,wait_states,dio_syntax_sentence,reflection_sentence,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric
dio_1k0r,dio_1k0r:LONG,burden_reorganized_into_observation,1.0,LONG,-1.0,0.0,1,0,-1,1,1,dio_1k0r:WAIT,variant_related_observation_trace,conflict_reflection|dio_1k0r|LONG|burden_reorganized_into_observation|reward_delta=1.000000|wait_traces=1,"dio_1k0r:LONG war belastet und wird im Folgelauf schwaecher (-1.000000->0.000000, Episoden 1->0). Dieselbe Familie taucht zusaetzlich als Beobachtung auf. Das ist Reorganisation, keine Sperre.",1,0,0,0,0,0
