source,symbol_family,burden_family_action,reflection_state,burden_action,reward_delta,episode_delta,before_reward,after_reward,before_episode_count,after_episode_count,wait_trace_count,wait_related_observation_count,wait_family_actions,dio_syntax_sentence,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric
probe16,dio_1k0r,dio_1k0r:LONG,burden_reorganized_into_observation,LONG,2.0,-2,-3.0,-1.0,3,1,1,1,dio_1k0r:WAIT,conflict_reflection|dio_1k0r|LONG|burden_reorganized_into_observation|reward_delta=2.000000|wait_traces=1,1,0,0,0,0,0
probe7,dio_19i4,dio_19i4:SHORT,burden_reorganized_into_observation,SHORT,2.0,-2,-2.0,0.0,2,0,1,0,dio_19i4:WAIT,conflict_reflection|dio_19i4|SHORT|burden_reorganized_into_observation|reward_delta=2.000000|wait_traces=1,1,0,0,0,0,0
