phase,phase_run,global_run,data_path,candles,episodes,trades,long_trades,short_trades,waits,total_reward,avg_reward,unique_symbols,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,top_long_family,top_long_trust,top_short_family,top_short_trust
sensorischer_shift,1,27,data\kontrolliert_sensorischer_shift_2episoden_5m_SOLUSDT.csv,22,7,3,2,1,4,2.516387,0.359484,7,0.12512,0.358031,0.051312,0.064201,0.007209,0.042984,0.044102,0.064201,0.004192,0.007692,0.000461,0.000846,4,0.02448,0.044994,dio_0byw,1.0,dio_1r0b,0.3433122259567346
sensorischer_shift,2,28,data\kontrolliert_sensorischer_shift_2episoden_5m_SOLUSDT.csv,22,4,3,1,2,1,3.571345,0.892836,4,0.290147,0.570321,0.058388,0.069583,0.0,0.0,0.058388,0.069583,0.005925,0.007692,0.000652,0.000846,1,0.016922,0.016922,dio_0byw,1.0,dio_1r0b,0.4324067396859633
sensorischer_shift,3,29,data\kontrolliert_sensorischer_shift_2episoden_5m_SOLUSDT.csv,22,4,3,1,2,1,2.852111,0.713028,4,0.295175,0.674217,0.060885,0.075418,0.0,0.0,0.060885,0.075418,0.006237,0.007692,0.000686,0.000846,1,0.019887,0.019887,dio_0byw,1.0,dio_1cpq,0.4855657761280754
sensorischer_shift,4,30,data\kontrolliert_sensorischer_shift_2episoden_5m_SOLUSDT.csv,22,4,3,1,2,1,2.852111,0.713028,4,0.376725,0.761004,0.065906,0.078122,0.0,0.0,0.065906,0.078122,0.006743,0.009436,0.000742,0.001038,1,0.022022,0.022022,dio_0byw,1.0,dio_1cpq,0.5984950798010923
