left_family,right_family,transfer_reife_state,transfer_reife,sensory_mcm_similarity,distance,same_action,same_outcome,same_state_class,event_reward_relation,event_reward_alignment,potential_reward_relation,potential_reward_alignment,left_state_class,right_state_class,left_landkarte_state,right_landkarte_state,left_reflection_state,right_reflection_state,left_action,right_action,left_outcome,right_outcome,left_reward_sum,right_reward_sum,left_event_reward_sum,right_event_reward_sum,passive_only,transfer_sentence
dio_14xc,dio_0cgn,transfer_reife_quiet_same_consequence,0.811887318,0.741808732,0.348056388,1,1,1,neutral_to_neutral,0.5,neutral_to_neutral,0.5,open,open,-,-,-,-,WAIT,WAIT,NO_TRADE,NO_TRADE,0.0,0.0,0.0,0.0,1,dio_14xc -> dio_0cgn: transfer_reife=0.811887; sinnesnaehe=0.741809; aktion=WAIT->WAIT; konsequenz=NO_TRADE->NO_TRADE; event_reward=0.000000->0.000000; potential_reward=0.000000->0.000000.
dio_02qu,dio_1k0r,transfer_reife_action_same_consequence_changed,0.586370162,0.911500425,0.097092193,1,0,1,positive_to_negative,0.0,positive_to_negative,0.0,open,open,-,-,-,-,LONG,LONG,TP,SL,3.0,-3.0,3.0,-3.0,1,dio_02qu -> dio_1k0r: transfer_reife=0.586370; sinnesnaehe=0.911500; aktion=LONG->LONG; konsequenz=TP->SL; event_reward=3.000000->-3.000000; potential_reward=3.000000->-3.000000.
dio_1txv,dio_0cgn,transfer_reife_open,0.490049799,0.965920524,0.035281864,0,0,1,positive_to_neutral,0.35,positive_to_neutral,0.35,open,open,-,-,-,-,SHORT,WAIT,TP,NO_TRADE,3.0,0.0,3.0,0.0,1,dio_1txv -> dio_0cgn: transfer_reife=0.490050; sinnesnaehe=0.965921; aktion=SHORT->WAIT; konsequenz=TP->NO_TRADE; event_reward=3.000000->0.000000; potential_reward=3.000000->0.000000.
dio_0arw,dio_0vc8,transfer_reife_open,0.46798704,0.907860632,0.101490652,0,0,1,positive_to_neutral,0.35,positive_to_neutral,0.35,open,open,-,-,-,-,LONG,WAIT,TP,NO_TRADE,3.0,0.0,3.0,0.0,1,dio_0arw -> dio_0vc8: transfer_reife=0.467987; sinnesnaehe=0.907861; aktion=LONG->WAIT; konsequenz=TP->NO_TRADE; event_reward=3.000000->0.000000; potential_reward=3.000000->0.000000.
dio_1vpi,dio_0cgn,transfer_reife_open,0.413234664,0.763775431,0.309285374,0,0,1,positive_to_neutral,0.35,positive_to_neutral,0.35,open,open,-,-,-,-,SHORT,WAIT,TP,NO_TRADE,3.0,0.0,3.0,0.0,1,dio_1vpi -> dio_0cgn: transfer_reife=0.413235; sinnesnaehe=0.763775; aktion=SHORT->WAIT; konsequenz=TP->NO_TRADE; event_reward=3.000000->0.000000; potential_reward=3.000000->0.000000.
