symbol_family,development_state,maturation_state,count,runs,first_moment_state,last_moment_state,moment_path,binding_path,action_path,distinct_moment_count,reward_sum,event_reward_sum,development_sentence,passive_only
dio_02qu,development_stable_carried,maturation_stable_carried,3,"156,157,158",moment_carried,moment_carried,moment_carried -> moment_carried -> moment_carried,multisensory_carried_contact -> multisensory_carried_contact -> multisensory_carried_contact,LONG -> LONG -> LONG,1,3.0,3.0,dio_02qu: stabil getragen; Pfad=moment_carried -> moment_carried -> moment_carried; Aktionen=LONG -> LONG -> LONG; reward_sum=3.000000.,1
dio_0arw,development_stable_carried,maturation_stable_carried,3,"156,157,158",moment_carried,moment_carried,moment_carried -> moment_carried -> moment_carried,multisensory_carried_contact -> multisensory_carried_contact -> multisensory_carried_contact,LONG -> LONG -> LONG,1,3.0,3.0,dio_0arw: stabil getragen; Pfad=moment_carried -> moment_carried -> moment_carried; Aktionen=LONG -> LONG -> LONG; reward_sum=3.000000.,1
dio_1u7v,development_stable_carried,maturation_stable_carried,3,"156,157,158",moment_carried,moment_carried,moment_carried -> moment_carried -> moment_carried,multisensory_carried_contact -> multisensory_carried_contact -> multisensory_carried_contact,SHORT -> SHORT -> SHORT,1,3.0,3.0,dio_1u7v: stabil getragen; Pfad=moment_carried -> moment_carried -> moment_carried; Aktionen=SHORT -> SHORT -> SHORT; reward_sum=3.000000.,1
dio_1vpi,development_stable_carried,maturation_stable_carried,3,"156,157,158",moment_carried,moment_carried,moment_carried -> moment_carried -> moment_carried,multisensory_carried_contact -> multisensory_carried_contact -> multisensory_carried_contact,SHORT -> SHORT -> SHORT,1,3.0,3.0,dio_1vpi: stabil getragen; Pfad=moment_carried -> moment_carried -> moment_carried; Aktionen=SHORT -> SHORT -> SHORT; reward_sum=3.000000.,1
dio_14xc,development_quiet_observation,maturation_quiet_observation,3,"156,157,158",moment_quiet_held,moment_quiet_held,moment_quiet_held -> moment_quiet_held -> moment_quiet_held,multisensory_quiet_hold -> multisensory_quiet_hold -> multisensory_quiet_hold,WAIT -> WAIT -> WAIT,1,0.0,0.0,dio_14xc: ruhig beobachtet/gehalten; Pfad=moment_quiet_held -> moment_quiet_held -> moment_quiet_held; Aktionen=WAIT -> WAIT -> WAIT.,1
