contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,1,1767430300000000,dio_1tmfd60,dio_1tmf,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.018655,0.083104,0.070978
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,2,1767430600000000,dio_1hjm9ux,dio_1hjm,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.011335,0.058388,0.051021
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,3,1767430900000000,dio_15a2myi,dio_15a2,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.006408,0.059515,0.055350
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,4,1767431200000000,dio_0bcjmgg,dio_0bcj,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.010371,0.057288,0.050547
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,5,1767431500000000,dio_1tqxs5a,dio_1tqx,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.011913,0.064867,0.057124
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,6,1767431800000000,dio_0y4s5zt,dio_0y4s,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.014265,0.059034,0.049762
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,7,1767432100000000,dio_04iyp8w,dio_04iy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.007938,0.056727,0.051567
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,8,1767432400000000,dio_06j3i5p,dio_06j3,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.008456,0.065919,0.060423
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,9,1767432700000000,dio_1amwypz,dio_1amw,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.007160,0.061859,0.057205
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,10,1767433000000000,dio_1m5f9rp,dio_1m5f,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004523,0.064620,0.061680
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,11,1767433300000000,dio_0ux283j,dio_0ux2,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.008782,0.066200,0.060492
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,12,1767433600000000,dio_14av8fn,dio_14av,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.015024,0.059760,0.049994
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,13,1767433900000000,dio_0t0va9u,dio_0t0v,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.010453,0.057702,0.050908
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,14,1767434200000000,dio_1gp1s70,dio_1gp1,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.011198,0.064905,0.057626
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,15,1767434500000000,dio_1qxdcpt,dio_1qxd,kontakt_ruhend,WAIT,WAIT,-,0.000000,0.004024,0.057485,0.000000
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,16,1767434800000000,dio_0rsw32x,dio_0rsw,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.010614,0.059724,0.052825
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,17,1767435100000000,dio_0c1f00q,dio_0c1f,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.012275,0.056947,0.048969
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,113,18,1767435400000000,dio_0klciyf,dio_0klc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.007108,0.064335,0.059715
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,1,1767430300000000,dio_1tmfd60,dio_1tmf,kontakt_handlung_bestaetigt,LONG,LONG,-,1.416060,0.056500,0.083451,0.000000
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,6,1767431800000000,dio_0y4s5zt,dio_0y4s,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.042082,0.059608,0.032255
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,7,1767432100000000,dio_05cxibt,dio_05cx,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004012,0.057309,0.054702
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,8,1767432400000000,dio_06j3i5p,dio_06j3,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.018988,0.066237,0.053895
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,9,1767432700000000,dio_1amwypz,dio_1amw,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.016023,0.062103,0.051688
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,10,1767433000000000,dio_1m5f9rp,dio_1m5f,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.005902,0.064727,0.060891
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,11,1767433300000000,dio_0ux283j,dio_0ux2,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.022942,0.066743,0.051830
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,12,1767433600000000,dio_14kuu4m,dio_14ku,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004197,0.059952,0.057224
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,13,1767433900000000,dio_0t0va9u,dio_0t0v,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.028047,0.057376,0.039145
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,14,1767434200000000,dio_1gp1s70,dio_1gp1,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.030092,0.065080,0.045520
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,15,1767434500000000,dio_1qxdcpt,dio_1qxd,kontakt_ruhend,WAIT,WAIT,-,0.000000,0.004003,0.057184,0.000000
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,16,1767434800000000,dio_0rsw32x,dio_0rsw,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.029323,0.059870,0.040810
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,17,1767435100000000,dio_0c1f00q,dio_0c1f,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.035098,0.057471,0.034657
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,114,18,1767435400000000,dio_0klciyf,dio_0klc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.014274,0.064666,0.055388
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,1,1767430300000000,dio_1tmfd60,dio_1tmf,kontakt_handlung_bestaetigt,LONG,LONG,-,1.416060,0.197633,0.083438,0.000000
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,6,1767431800000000,dio_0y4s5zt,dio_0y4s,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.045363,0.085033,0.060075,0.000000
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,11,1767433300000000,dio_0ux283j,dio_0ux2,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.044820,0.067243,0.038109
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,12,1767433600000000,dio_14kuu4m,dio_14ku,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.015053,0.059883,0.050099
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,13,1767433900000000,dio_0t0va9u,dio_0t0v,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.055341,0.058106,0.022135
kontakt_fern_probe10,dio_contact_10rb13a,ferne_aehnlichkeit,115,14,1767434200000000,dio_1gp1s70,dio_1gp1,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.709061,0.059342,0.065623,0.000000
