inner_map_transition_state,count,avg_score_delta,avg_stability_delta,avg_variation_delta,avg_drift_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
stable_foreign_boundary,99,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
new_in_right_inner_map,82,0.208861789,0.55,0.083544716,0.0,True,False,False,False,False,False,False,False
stable_same_inner_state,50,0.011650957,0.015668466,0.008860383,0.012333333,True,False,False,False,False,False,False,False
inner_state_strengthened,39,0.226108658,0.107738981,0.186597309,-0.006410256,True,False,False,False,False,False,False,False
stable_variation_bearing,16,0.002427996,0.006846259,0.012846198,0.03125,True,False,False,False,False,False,False,False
shifted_into_drift_watch,15,-0.000845786,-0.098321943,0.245137876,0.421825397,True,False,False,False,False,False,False,False
persistent_drift_watch,5,0.04449756,0.01671829,0.013799024,-0.05,True,False,False,False,False,False,False,False
stable_recurrence,5,0.024666667,0.045,0.009866667,0.0,True,False,False,False,False,False,False,False
inner_state_softened,4,-0.219254619,-0.06963175,-0.305558991,-0.032738095,True,False,False,False,False,False,False,False
