extension_family,base_family,edge_visible,base_role,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,sense_distance,mcm_distance,neuro_distance,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0325,dio_10qz,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.027276959,0.002537285,0.000441325,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_114i,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.028617382,0.008348689,0.001733,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_1ytc,False,base_periphery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False
