summary_group,state,count,avg_family_stability,avg_score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
anchor_exchange_state,new_text_island,158,,,True,False,False,False,False,False,False,False
anchor_exchange_state,same_family_basis,150,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_expansion,7,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_thinning,7,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_exchange,6,,,True,False,False,False,False,False,False,False
totals,anchor_exchange,6,0.3,0.240592933,True,False,False,False,False,False,False,False
