family,visible_stage_count,visible_stages,unique_text_island_count,text_island_sequence,first_score,last_score,score_delta_first_to_last,max_score,min_score,has_drift_phase,has_text_change,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0x52,6,C|D|E|F|F_G|G_H,3,dio_text_cmxrx4 -> dio_text_cmxrx4 -> dio_text_cmxrx4 -> dio_text_cmxrx4 -> dio_text_1456g6j -> dio_text_1ne15hk,0.6272642,0.472786,-0.1544782,0.673354733,0.393777267,True,True,True,False,False,False,False,False,False,False
dio_1lg2,2,F_G|G_H,2,dio_text_1456g6j -> dio_text_1ne15hk,0.393777267,0.472786,0.079008733,0.472786,0.393777267,False,True,True,False,False,False,False,False,False,False
