run,candles,episodes,trades,waits,long_trades,short_trades,total_reward,avg_reward,unique_symbols,symbol_density,tracked_families,active_trade_families,observation_families,family_compression,actionable_seen,correct_action_when_actionable,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,trade_density,raw_trade_pressure,phase_suppressed,compressed_contacts,top_long_family,top_long_trust,top_long_count,top_short_family,top_short_trust,top_short_count,report_path
7,18,12,0,12,0,0,0.0,0.0,12,1.0,8,7,7,0.583333,12,0,0.00514,0.013454,0.073432,0.192193,0.068291,0.17874,0.00514,0.013454,0.0,0.0,0.0,0.0,12,0.07009,0.183448,0.0,0,0,0,dio_0byw,0.97915,6,dio_14zx,0.379055,3,debug\dio_mini_observation_maturity\varianz\dio_mini_lauf_7\mini_report.json
8,18,12,0,12,0,0,0.0,0.0,12,1.0,8,7,7,0.583333,12,0,0.015073,0.021854,0.053159,0.105998,0.038086,0.088542,0.015073,0.021854,0.005032,0.015164,0.000554,0.001668,12,0.043362,0.094652,0.0,0,0,0,dio_0byw,0.97915,6,dio_14zx,0.379055,3,debug\dio_mini_observation_maturity\varianz\dio_mini_lauf_8\mini_report.json
9,18,4,2,2,1,1,2.901354,0.725339,4,1.0,8,7,7,1.75,4,2,0.041744,0.057309,0.071281,0.113325,0.03101,0.056016,0.040271,0.057309,0.009529,0.022987,0.001048,0.002529,2,0.043575,0.04864,0.5,2,0,0,dio_0byw,0.97915,6,dio_14zx,0.379055,3,debug\dio_mini_observation_maturity\varianz\dio_mini_lauf_9\mini_report.json
10,18,4,2,2,1,1,2.425854,0.606463,4,1.0,8,7,7,1.75,4,2,0.08802,0.204487,0.081911,0.117038,0.015753,0.030099,0.066158,0.117038,0.010286,0.022987,0.001132,0.002529,2,0.038952,0.039859,0.5,2,0,0,dio_0byw,0.97915,6,dio_0n4c,0.474472,4,debug\dio_mini_observation_maturity\varianz\dio_mini_lauf_10\mini_report.json
