neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
distant_or_noise,26,27,dio_04kx|dio_05k3|dio_067m|dio_0fvj|dio_0ic5|dio_0qym|dio_0s84|dio_0x52|dio_12dn|dio_14c1|dio_15gs|dio_17ao|dio_19mp|dio_1aqj|dio_1bwy|dio_1ekt|dio_1ff0|dio_1hs5|dio_1jba|dio_1ldo|dio_1noq|dio_1nvu|dio_1r1g|dio_1t1w|dio_1tsz|dio_1ull|dio_1xfw,0.792304,0.661732,True,False,False,False,False,False,False,False
weak_meaning_kinship,3,4,dio_0x52|dio_1215|dio_1lno|dio_1mrs,0.832037,0.817515,True,False,False,False,False,False,False,False
passive_near_meaning_neighbor,1,2,dio_0x52|dio_1rv1,0.980552,0.980552,True,False,False,False,False,False,False,False
