left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0m7s,dio_0mhr,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2e-05,1.0,1e-05,1.0,0.0,1.0,4e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0m7s+dio_0mhr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1nlu,dio_1nvu,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.8e-05,1.0,9e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1nlu+dio_1nvu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0eeh,dio_0dki,7,3,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.002464,0.999951,0.000537,0.999998,0.002889,0.999933,0.0,1.0,0.002019,0.999967,0.003497,0.999902,0.0,1.0,0.001619,0.999979,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0eeh+dio_0dki: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_114i,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004291,0.999853,0.005346,0.999771,0.000742,0.999996,0.0,1.0,0.001351,0.999985,0.00091,0.999993,0.0,1.0,0.002557,0.999948,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_114i: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_07kj,dio_09u3,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005296,0.999776,0.001677,0.999978,0.010492,0.99912,0.0,1.0,0.000397,0.999999,0.000135,1.0,0.0,1.0,0.002965,0.99993,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_07kj+dio_09u3: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0e37,dio_11qz,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006154,0.999697,0.004777,0.999818,0.00245,0.999952,0.0,1.0,0.001966,0.999969,0.000851,0.999994,0.0,1.0,0.003165,0.99992,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0e37+dio_11qz: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0r8l,dio_10xx,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005182,0.999785,0.001245,0.999988,0.009804,0.999232,0.0,1.0,0.002083,0.999965,0.003731,0.999889,0.0,1.0,0.003284,0.999914,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0r8l+dio_10xx: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_12n0,7,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005841,0.999727,0.003647,0.999894,0.009897,0.999217,0.0,1.0,0.002478,0.999951,0.004455,0.999841,0.0,1.0,0.004095,0.999866,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_12n0: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0rt8,dio_0dos,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006942,0.999615,0.005704,0.99974,0.010673,0.99909,0.0,1.0,0.002055,0.999966,0.001176,0.999989,0.0,1.0,0.004583,0.999832,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0rt8+dio_0dos: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_09b1,dio_1640,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.010343,0.999145,0.006198,0.999693,0.008254,0.999455,0.0,1.0,0.002334,0.999956,0.001542,0.999981,0.0,1.0,0.005287,0.999776,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_09b1+dio_1640: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0xt9,dio_0j34,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009142,0.999332,0.0033,0.999913,0.017666,0.99751,0.0,1.0,0.001641,0.999978,0.001394,0.999984,0.0,1.0,0.005381,0.999768,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0xt9+dio_0j34: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0lrt,dio_1yej,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009569,0.999268,0.003774,0.999886,0.018587,0.997244,0.0,1.0,0.000362,0.999999,0.000373,0.999999,0.0,1.0,0.005438,0.999763,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0lrt+dio_1yej: gleiche passive Bedeutungsinsel, ohne Handlung."
