symbol_family,count,run_count,runs,ticks,reward_sum,event_reward_sum,avg_reward,dominant_sight_state,sight_state_dominant_count,sight_state_dominant_share,sight_state_distinct,dominant_hearing_state,hearing_state_dominant_count,hearing_state_dominant_share,hearing_state_distinct,dominant_feeling_state,feeling_state_dominant_count,feeling_state_dominant_share,feeling_state_distinct,dominant_inner_state,inner_state_dominant_count,inner_state_dominant_share,inner_state_distinct,dominant_contact_state,contact_state_dominant_count,contact_state_dominant_share,contact_state_distinct,dominant_binding_state,binding_state_dominant_count,binding_state_dominant_share,binding_state_distinct,dominant_action,action_dominant_count,action_dominant_share,action_distinct,dominant_outcome_event,outcome_event_dominant_count,outcome_event_dominant_share,outcome_event_distinct,avg_dominant_share,state_distinct_total,stability_label,stability_sentence,passive_only
dio_0120,1,1,160,18,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,held_impulse_without_action,1,1.0,1,multisensory_quiet_hold,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0120: multisensory_stable_repeat; Bindung=multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=160.",1
dio_01vz,2,2,"159,161","18,18",0.0,0.0,0.0,sehen_geformte_bewegung,2,1.0,1,hoeren_mittlere_spannung,2,1.0,1,fuehlen_koharent_gespannt,2,1.0,1,inner_consequence_quiet,2,1.0,1,observed_without_action,2,1.0,1,multisensory_quiet_observation,2,1.0,1,WAIT,2,1.0,1,NO_TRADE,2,1.0,1,1.0,8,multisensory_stable_repeat,"dio_01vz: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=159,161.",1
dio_040y,1,1,159,9,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_040y: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=159.",1
dio_0ofo,1,1,161,6,1.0,1.0,1.0,sehen_bewegte_form,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_offen,1,1.0,1,inner_consequence_carried,1,1.0,1,real_contact_carried,1,1.0,1,multisensory_carried_contact,1,1.0,1,LONG,1,1.0,1,TP,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0ofo: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_bewegte_form, Hoeren=hoeren_leise, Fuehlen=fuehlen_offen; Runs=161.",1
dio_0ps1,1,1,160,7,1.0,1.0,1.0,sehen_stabile_form,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_inkoharent,1,1.0,1,inner_consequence_carried,1,1.0,1,real_contact_carried,1,1.0,1,multisensory_carried_contact,1,1.0,1,LONG,1,1.0,1,TP,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0ps1: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_inkoharent; Runs=160.",1
dio_10dk,1,1,159,3,0.0,0.0,0.0,sehen_teilform,1,1.0,1,hoeren_helle_spannung,1,1.0,1,fuehlen_hohe_spannung,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_10dk: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_teilform, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_hohe_spannung; Runs=159.",1
dio_143d,1,1,159,11,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_143d: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_leise, Fuehlen=fuehlen_koharent_gespannt; Runs=159.",1
dio_14xc,1,1,161,11,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,held_impulse_without_action,1,1.0,1,multisensory_quiet_hold,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_14xc: multisensory_stable_repeat; Bindung=multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_leise, Fuehlen=fuehlen_koharent_gespannt; Runs=161.",1
dio_1d3r,1,1,159,4,-1.0,-1.0,-1.0,sehen_bewegte_form,1,1.0,1,hoeren_helle_spannung,1,1.0,1,fuehlen_hohe_spannung,1,1.0,1,inner_consequence_burdened,1,1.0,1,real_contact_burdened,1,1.0,1,multisensory_burdened_memory,1,1.0,1,LONG,1,1.0,1,SL,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1d3r: multisensory_stable_repeat; Bindung=multisensory_burdened_memory; Sehen=sehen_bewegte_form, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_hohe_spannung; Runs=159.",1
dio_1f9y,1,1,159,10,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1f9y: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=159.",1
dio_1k7y,3,3,"159,160,161","13,13,13",3.0,3.0,1.0,sehen_teilform,3,1.0,1,hoeren_mittlere_spannung,3,1.0,1,fuehlen_offen,3,1.0,1,inner_consequence_carried,3,1.0,1,real_contact_carried,3,1.0,1,multisensory_carried_contact,3,1.0,1,LONG,3,1.0,1,TP,3,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1k7y: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_teilform, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_offen; Runs=159,160,161.",1
dio_1m4n,2,2,"159,161","12,12",0.0,0.0,0.0,sehen_geformte_bewegung,2,1.0,1,hoeren_mittlere_spannung,2,1.0,1,fuehlen_koharent_gespannt,2,1.0,1,inner_consequence_quiet,2,1.0,1,observed_without_action,2,1.0,1,multisensory_quiet_observation,2,1.0,1,WAIT,2,1.0,1,NO_TRADE,2,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1m4n: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=159,161.",1
dio_1mym,1,1,160,12,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,held_impulse_without_action,1,1.0,1,multisensory_quiet_hold,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1mym: multisensory_stable_repeat; Bindung=multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=160.",1
dio_1c6b,3,3,"159,160,161","1,1,1",1.0,1.0,0.333333,sehen_stabile_form,3,1.0,1,hoeren_mittlere_spannung,3,1.0,1,fuehlen_koharent_ruhig,3,1.0,1,inner_consequence_quiet,2,0.666667,2,observed_without_action,2,0.666667,2,multisensory_quiet_observation,2,0.666667,2,WAIT,2,0.666667,2,NO_TRADE,2,0.666667,2,0.791667,13,multisensory_mixed_repeat,"dio_1c6b: multisensory_mixed_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_ruhig; Runs=159,160,161.",1
dio_1d1z,2,2,"159,160","2,2",1.0,1.0,0.5,sehen_stabile_form,2,1.0,1,hoeren_helle_spannung,2,1.0,1,fuehlen_inkoharent,2,1.0,1,inner_consequence_quiet,1,0.5,2,observed_without_action,1,0.5,2,multisensory_quiet_observation,1,0.5,2,WAIT,1,0.5,2,NO_TRADE,1,0.5,2,0.6875,13,multisensory_mixed_repeat,"dio_1d1z: multisensory_mixed_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_stabile_form, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_inkoharent; Runs=159,160.",1
