run,tick,symbol_family,action,outcome_event,reward,event_reward,close_reward,entry_price,tp_price,sl_price,exit_price,bars_held,source_file
159,1,dio_1c6b,WAIT,NO_TRADE,0.0,0.0,0.0,102.12000000,102.12000000,102.12000000,102.12000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,2,dio_1d1z,WAIT,NO_TRADE,0.0,0.0,0.0,101.72000000,101.72000000,101.72000000,101.72000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,3,dio_10dk,WAIT,NO_TRADE,0.0,0.0,0.0,101.28000000,101.28000000,101.28000000,101.28000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,4,dio_1d3r,LONG,SL,-1.0,-1.0,0.84134,100.92000000,101.44800000,100.39200000,100.39200000,2,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,9,dio_040y,WAIT,NO_TRADE,0.0,0.0,0.0,102.06000000,102.06000000,102.06000000,102.06000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,10,dio_1f9y,WAIT,NO_TRADE,0.0,0.0,0.0,102.48000000,102.48000000,102.48000000,102.48000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,11,dio_143d,WAIT,NO_TRADE,0.0,0.0,0.0,102.76000000,102.76000000,102.76000000,102.76000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,12,dio_1m4n,WAIT,NO_TRADE,0.0,0.0,0.0,103.02000000,103.02000000,103.02000000,103.02000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,13,dio_1k7y,LONG,TP,1.0,1.0,0.695042,102.72000000,103.51200000,101.92800000,103.51200000,4,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
159,18,dio_01vz,WAIT,NO_TRADE,0.0,0.0,0.0,103.70000000,103.70000000,103.70000000,103.70000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_159\episodes.csv
160,1,dio_1c6b,WAIT,NO_TRADE,0.0,0.0,0.0,102.12000000,102.12000000,102.12000000,102.12000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
160,2,dio_1d1z,SHORT,TP,1.0,1.0,0.309621,101.72000000,101.33333333,102.10666667,101.33333333,1,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
160,7,dio_0ps1,LONG,TP,1.0,1.0,1.381921,101.22000000,101.95200000,100.48800000,101.95200000,2,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
160,12,dio_1mym,WAIT,NO_TRADE,0.0,0.0,0.0,103.02000000,103.02000000,103.02000000,103.02000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
160,13,dio_1k7y,LONG,TP,1.0,1.0,0.695042,102.72000000,103.51200000,101.92800000,103.51200000,4,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
160,18,dio_0120,WAIT,NO_TRADE,0.0,0.0,0.0,103.70000000,103.70000000,103.70000000,103.70000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_160\episodes.csv
161,1,dio_1c6b,SHORT,TP,1.0,1.0,0.911881,102.12000000,101.84000000,102.40000000,101.84000000,1,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
161,6,dio_0ofo,LONG,TP,1.0,1.0,1.453,100.88000000,101.60000000,100.16000000,101.60000000,2,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
161,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.76000000,102.76000000,102.76000000,102.76000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
161,12,dio_1m4n,WAIT,NO_TRADE,0.0,0.0,0.0,103.02000000,103.02000000,103.02000000,103.02000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
161,13,dio_1k7y,LONG,TP,1.0,1.0,0.695042,102.72000000,103.51200000,101.92800000,103.51200000,4,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
161,18,dio_01vz,WAIT,NO_TRADE,0.0,0.0,0.0,103.70000000,103.70000000,103.70000000,103.70000000,0,debug\dio_mini_12n_transfer_probe17\dio_mini_lauf_161\episodes.csv
