relation_state,relation_count,avg_relation_score,families,passive_only,influences_action
weak_passive_sign_neighbor,15,0.180667,dio_0eh8|dio_0g0p|dio_0gtz|dio_0hd3|dio_0qze|dio_0szn|dio_0t0v|dio_0u8u|dio_0y8w|dio_1361|dio_14eb|dio_14i8|dio_1ayy|dio_1rv1|dio_1t1w,True,False
