tick,timestamp_ms,symbol,symbol_family,action,raw_action,phase_active,phase_distance,phase_age,episode_binding_pressure,episode_release_pressure,episode_relation,best_action_training,reward,close_reward,best_reward_training,outcome_event,event_reward,event_raw_return,entry_price,tp_price,sl_price,exit_price,bars_held,better_entry_training,entry_improvement_room,score_wait,score_long,score_short,base_score_wait,base_score_long,base_score_short,wait_bias,trade_caution_long,trade_caution_short,immature_memory_pressure_long,immature_memory_pressure_short,weak_signal_pressure_long,weak_signal_pressure_short,readiness_wait,readiness_long,readiness_short,memory_bias_wait,memory_bias_long,memory_bias_short,associative_wait,associative_long,associative_short,observation_wait,observation_long,observation_short,observation_readiness_wait,observation_readiness_long,observation_readiness_short,trade_readiness,associative_trade,observation_trade_signal,observation_trade_readiness,maturity_gap,mature_transfer,observation_learning_action,observation_learning_pressure,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry
1,1767490300000000,dio_0cgnxn5,dio_0cgn,LONG,LONG,0,1.000000,9999,0.000000,1.000000,none,SHORT,-1.000000,-1.788693,1.000000,SL,-1.000000,-0.002839,102.15000000,102.44000000,101.86000000,101.86000000,1,99.92000000,0.021831,0.011703,0.022534,-0.045388,-0.010136,0.005052,0.003712,0.021839,0.039220,0.049100,0.019413,0.020000,0.019807,0.029100,0.000000,0.029372,0.000000,0.000000,0.056701,0.000000,0.000000,0.014603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029372,0.014603,0.000000,0.000000,0.000000,0.014603,-,0.000000,0.054440,1.000000,0.108879,0.055143,0.206897,0.984560,0.063445,0.097996
6,1767491800000000,dio_1qigcjr,dio_1qig,WAIT,WAIT,0,0.288799,5,0.000000,1.000000,different_contact,LONG,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.08000000,100.08000000,100.08000000,100.08000000,0,100.08000000,0.000000,0.011728,-0.022529,-0.047602,-0.010151,0.002972,0.001925,0.021879,0.044759,0.049526,0.019448,0.020000,0.025311,0.029526,0.000000,0.027617,0.000000,0.000000,0.019258,0.000000,0.000000,-0.007581,0.000000,0.000000,0.255887,0.000000,0.000000,0.028148,0.000000,0.027617,0.000000,0.255887,0.028148,0.000000,0.000000,LONG,0.638741,-0.874202,1.000000,0.202334,-0.011927,-0.101781,0.996660,0.404548,-0.461349
7,1767492100000000,dio_0vc85jd,dio_0vc8,WAIT,WAIT,0,0.492441,6,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,0.438144,NO_TRADE,0.000000,0.000000,100.30000000,100.30000000,100.30000000,100.30000000,0,100.30000000,0.000000,0.018684,-0.050050,-0.042506,-0.003641,0.000442,0.000277,0.022325,0.049989,0.048433,0.020004,0.019845,0.029985,0.028588,0.000000,-0.000220,0.007768,0.000000,-0.000503,0.005650,0.000000,-0.003142,0.000000,0.000000,0.000000,0.070621,0.000000,0.000000,0.007768,0.007768,0.000000,0.070621,0.007768,0.000000,0.000000,SHORT,0.411352,-0.483187,0.000000,0.648337,-0.183654,-0.206186,0.348577,0.383807,-0.156221
8,1767492400000000,dio_1g7l35z,dio_1g7l,WAIT,WAIT,0,0.517603,7,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.58000000,100.58000000,100.58000000,100.58000000,0,100.58000000,0.000000,0.024288,-0.051686,-0.043200,0.002002,-0.001794,-0.001576,0.022286,0.049457,0.048533,0.020004,0.019810,0.029453,0.028723,0.000000,-0.000190,0.009501,0.000000,-0.000435,0.006910,0.000000,-0.002719,0.000000,0.000000,0.000000,0.086369,0.000000,0.000000,0.009501,0.009501,0.000000,0.086369,0.009501,0.000000,0.000000,SHORT,0.216646,-0.077222,-1.000000,0.464469,-0.135390,0.080214,-0.237909,0.163612,0.084271
9,1767492700000000,dio_1k0rwi1,dio_1k0r,WAIT,WAIT,0,0.308442,8,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.80000000,100.80000000,100.80000000,100.80000000,0,100.80000000,0.000000,0.018188,-0.048521,-0.032544,-0.003927,0.001981,0.001534,0.022115,0.049712,0.046527,0.020007,0.019658,0.029705,0.026869,0.000000,-0.000346,0.017118,0.000000,-0.000790,0.012449,0.000000,-0.004936,0.000000,0.000000,0.000000,0.155617,0.000000,0.000000,0.017118,0.017118,0.000000,0.155617,0.017118,0.000000,0.000000,SHORT,0.402506,0.254690,0.000000,0.154195,-0.105623,-0.057471,0.370425,0.176003,0.168139
10,1767493000000000,dio_10kxynx,dio_10kx,WAIT,WAIT,0,0.376883,9,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.62000000,100.62000000,100.62000000,100.62000000,0,100.62000000,0.000000,0.017974,-0.048318,-0.032512,-0.004143,0.002018,0.001608,0.022116,0.049671,0.046522,0.020006,0.019659,0.029665,0.026864,0.000000,-0.000291,0.017054,0.000000,-0.000665,0.012403,0.000000,-0.004156,0.000000,0.000000,0.000000,0.155036,0.000000,0.000000,0.017054,0.017054,0.000000,0.155036,0.017054,0.000000,0.000000,SHORT,0.405143,0.299760,0.000000,-0.464234,-0.057187,-0.062112,0.383988,0.224195,0.044027
11,1767493300000000,dio_1f4vx6s,dio_1f4v,WAIT,WAIT,0,0.524966,10,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.28000000,100.28000000,100.28000000,100.28000000,0,100.28000000,0.000000,0.023875,-0.051559,-0.043452,0.001578,-0.001633,-0.001414,0.022297,0.049497,0.048588,0.020004,0.019820,0.029493,0.028769,0.000000,-0.000188,0.009007,0.000000,-0.000430,0.006550,0.000000,-0.002685,0.000000,0.000000,0.000000,0.081881,0.000000,0.000000,0.009007,0.009007,0.000000,0.081881,0.009007,0.000000,0.000000,SHORT,0.212691,-0.011078,-1.000000,-0.493718,0.084406,0.159236,-0.223634,0.119098,-0.092849
12,1767493600000000,dio_1w4m0ap,dio_1w4m,WAIT,WAIT,0,0.382932,11,0.000000,1.000000,none,SHORT,0.000000,0.000000,0.490798,NO_TRADE,0.000000,0.000000,99.96000000,99.96000000,99.96000000,99.96000000,0,99.96000000,0.000000,0.017670,-0.034324,-0.041693,-0.004456,0.000865,0.000448,0.022127,0.046836,0.048272,0.019668,0.019831,0.027167,0.028441,0.000000,0.016594,0.008430,0.000000,0.011647,0.006131,0.000000,-0.003866,0.000000,0.000000,0.153316,0.076634,0.000000,0.016865,0.008430,0.016594,0.000000,0.153316,0.016865,0.000000,0.000000,SHORT,0.410746,-0.342458,0.000000,-0.244287,0.107545,0.061350,0.369887,0.228087,-0.238135
13,1767493900000000,dio_1vjg16d,dio_1vjg,WAIT,WAIT,0,0.203669,12,0.000000,1.000000,none,LONG,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,99.72000000,99.72000000,99.72000000,99.72000000,0,99.72000000,0.000000,0.011350,-0.024624,-0.047052,-0.010596,0.003524,0.002368,0.021945,0.045129,0.049420,0.019507,0.020000,0.025622,0.029420,0.000000,0.024649,0.000000,0.000000,0.016980,0.000000,0.000000,-0.008672,0.000000,0.000000,0.229599,0.000000,0.000000,0.025256,0.000000,0.024649,0.000000,0.229599,0.025256,0.000000,0.000000,LONG,0.601476,-0.595238,1.000000,0.042702,0.095716,0.000000,0.973200,0.297033,-0.323085
14,1767494200000000,dio_1t73pqz,dio_1t73,WAIT,WAIT,0,0.471529,13,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,99.94000000,99.94000000,99.94000000,99.94000000,0,99.94000000,0.000000,0.017871,-0.049331,-0.033459,-0.004251,0.001059,0.001026,0.022123,0.049870,0.046686,0.020005,0.019664,0.029866,0.027022,0.000000,-0.000227,0.016776,0.000000,-0.000520,0.012201,0.000000,-0.003248,0.000000,0.000000,0.000000,0.152513,0.000000,0.000000,0.016776,0.016776,0.000000,0.152513,0.016776,0.000000,0.000000,SHORT,0.402980,-0.375450,0.000000,0.577393,-0.152016,-0.343750,0.357435,0.313919,-0.140428
15,1767494500000000,dio_1q9bwwb,dio_1q9b,WAIT,WAIT,0,0.497126,14,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.18000000,100.18000000,100.18000000,100.18000000,0,100.18000000,0.000000,0.023866,-0.051558,-0.043340,0.001571,-0.001607,-0.001412,0.022295,0.049498,0.048566,0.020004,0.019817,0.029494,0.028748,0.000000,-0.000198,0.009126,0.000000,-0.000454,0.006637,0.000000,-0.002835,0.000000,0.000000,0.000000,0.082965,0.000000,0.000000,0.009126,0.009126,0.000000,0.082965,0.009126,0.000000,0.000000,SHORT,0.217687,-0.055400,-1.000000,0.392229,-0.113507,0.094340,-0.231782,0.133698,0.081979
16,1767494800000000,dio_0rb2qnk,dio_0rb2,WAIT,WAIT,0,0.497349,15,0.000000,1.000000,none,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.02000000,100.02000000,100.02000000,100.02000000,0,100.02000000,0.000000,0.023676,-0.051298,-0.042619,0.001387,-0.001274,-0.000998,0.022289,0.049581,0.048428,0.020004,0.019813,0.029577,0.028615,0.000000,-0.000194,0.009359,0.000000,-0.000443,0.006806,0.000000,-0.002771,0.000000,0.000000,0.000000,0.085081,0.000000,0.000000,0.009359,0.009359,0.000000,0.085081,0.009359,0.000000,0.000000,SHORT,0.223777,0.033347,-1.000000,-0.259186,-0.051115,0.064516,-0.214312,0.076944,-0.030627
17,1767495100000000,dio_1jo7eef,dio_1jo7,WAIT,WAIT,0,0.549840,16,0.000000,1.000000,none,SHORT,0.000000,0.000000,0.541401,NO_TRADE,0.000000,0.000000,99.64000000,99.64000000,99.64000000,99.64000000,0,99.64000000,0.000000,0.024535,-0.052139,-0.048312,0.002142,-0.002410,-0.002189,0.022393,0.049313,0.049589,0.020004,0.019905,0.029310,0.029684,0.000000,-0.000182,0.004766,0.000000,-0.000416,0.003466,0.000000,-0.002599,0.000000,0.000000,0.000000,0.043325,0.000000,0.000000,0.004766,0.004766,0.000000,0.043325,0.004766,0.000000,0.000000,SHORT,0.210669,-0.044569,-1.000000,-0.533638,0.140686,0.254777,-0.239392,0.163189,-0.102076
18,1767495400000000,dio_1w4m0ap,dio_1w4m,WAIT,WAIT,0,0.410022,17,0.000000,1.000000,none,LONG,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,99.32000000,99.32000000,99.32000000,99.32000000,0,99.32000000,0.000000,0.018160,-0.034809,-0.039453,-0.003967,0.000423,0.000221,0.022126,0.046918,0.047820,0.019668,0.019776,0.027250,0.028045,0.000000,0.016611,0.011202,0.000000,0.011686,0.008147,0.000000,-0.003623,0.000000,0.000000,0.153316,0.101833,0.000000,0.016865,0.011202,0.016611,0.000000,0.153316,0.016865,0.000000,0.000000,LONG,0.405714,-0.344651,0.000000,-0.245917,0.165485,-0.031646,0.353664,0.253604,-0.258354
