contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,1,1767440300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_belastet,LONG,SHORT,-,-1.763340,0.935061,0.084405,0.000000
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,6,1767441800000000,dio_0ejiba6,dio_0eji,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004245,0.060641,0.057882
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,7,1767442100000000,dio_1p8ppzt,dio_1p8p,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004593,0.065621,0.062635
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,8,1767442400000000,dio_1lwch0k,dio_1lwc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004057,0.057959,0.055322
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,9,1767442700000000,dio_02az54t,dio_02az,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004564,0.065197,0.062231
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,10,1767443000000000,dio_0aib0c0,dio_0aib,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004651,0.066447,0.063424
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,11,1767443300000000,dio_1qyjyr8,dio_1qyj,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004027,0.057533,0.054915
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,12,1767443600000000,dio_19859a7,dio_1985,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004114,0.058769,0.056095
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,13,1767443900000000,dio_18j3se5,dio_18j3,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004035,0.057638,0.055015
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,14,1767444200000000,dio_1qcmi63,dio_1qcm,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004465,0.063790,0.060887
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,15,1767444500000000,dio_0aamx2x,dio_0aam,kontakt_ruhend,WAIT,WAIT,-,0.000000,0.004557,0.065102,0.000000
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,16,1767444800000000,dio_0hlie19,dio_0hli,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.003894,0.055626,0.053095
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,17,1767445100000000,dio_124db2b,dio_124d,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004061,0.058018,0.055378
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,116,18,1767445400000000,dio_1pgmxvz,dio_1pgm,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004324,0.061772,0.058961
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,117,1,1767440300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_belastet,LONG,SHORT,-,-1.763340,0.517378,0.082010,0.000000
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,117,6,1767441800000000,dio_0ejiba6,dio_0eji,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.012354,0.058506,0.050476
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,117,7,1767442100000000,dio_1p8ppzt,dio_1p8p,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.010183,0.060953,0.054334
kontakt_konflikt_probe11,dio_contact_0iicj44,konflikt_wiederbegegnung,117,8,1767442400000000,dio_1lwch0k,dio_1lwc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.008318,0.053791,0.048384
