trace_group,field,left_family,right_family,left_value,right_value,abs_delta,trace_state,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,trace_similarity
sehen,avg_sehen_form_flow,dio_114i,dio_10qz,0.679731,0.695423,0.015692,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,avg_sehen_form_stability,dio_114i,dio_10qz,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,avg_sehen_form_change,dio_114i,dio_10qz,0.162755,0.159576,0.003179,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,__group_summary__,dio_114i,dio_10qz,,,0.00629,gemeinsame_spur,True,False,False,False,False,False,False,False,0.999684
hoeren,avg_hoeren_energy_tone,dio_114i,dio_10qz,0.035331,0.043564,0.008233,gemeinsame_spur,True,False,False,False,False,False,False,False,
hoeren,avg_hoeren_energy_shift,dio_114i,dio_10qz,-0.09,-0.084175,0.005825,gemeinsame_spur,True,False,False,False,False,False,False,False,
hoeren,__group_summary__,dio_114i,dio_10qz,,,0.007029,gemeinsame_spur,True,False,False,False,False,False,False,False,0.999605
fuehlen_mcm,avg_fuehlen_mcm_coherence,dio_114i,dio_10qz,0.990107,0.987802,0.002305,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,avg_fuehlen_mcm_tension,dio_114i,dio_10qz,0.326367,0.335907,0.00954,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,avg_fuehlen_mcm_asymmetry,dio_114i,dio_10qz,0.40171,0.4109,0.00919,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,__group_summary__,dio_114i,dio_10qz,,,0.007012,gemeinsame_spur,True,False,False,False,False,False,False,False,0.999607
zeit_nachhall,avg_mini_recurrence_strength,dio_114i,dio_10qz,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_afterimage,dio_114i,dio_10qz,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_time_distance,dio_114i,dio_10qz,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_form_distance,dio_114i,dio_10qz,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_trust_support,dio_114i,dio_10qz,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_caution_support,dio_114i,dio_10qz,0.72,0.72,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,__group_summary__,dio_114i,dio_10qz,,,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,1.0
neuro,avg_mini_focus_tone,dio_114i,dio_10qz,0.693342,0.691111,0.002231,gemeinsame_spur,True,False,False,False,False,False,False,False,
neuro,avg_mini_trust_tone,dio_114i,dio_10qz,0.00079,0.000787,3e-06,gemeinsame_spur,True,False,False,False,False,False,False,False,
neuro,avg_mini_caution_tone,dio_114i,dio_10qz,0.279633,0.281547,0.001914,gemeinsame_spur,True,False,False,False,False,False,False,False,
neuro,avg_mini_strain_tone,dio_114i,dio_10qz,0.253095,0.2568,0.003705,gemeinsame_spur,True,False,False,False,False,False,False,False,
