kinship_class,family_count,avg_similarity,same_action_count,same_outcome_count,families
open_to_open,5,0.811533313,4,4,"dio_02qu->dio_0u8f,dio_0arw->dio_0u8f,dio_14xc->dio_0x52,dio_1txv->dio_0x52,dio_1vpi->dio_0x52"
