compare_state,entry_count,reward_delta,avg_score_delta,before_reward,after_reward,before_avg_score,after_avg_score,families
stable_existing,3,9.0,0.0,18.0,27.0,0.844333,0.844333,"dio_0arw:LONG,dio_1txv:SHORT,dio_1vpi:SHORT"
