run,tick,symbol_family,action,outcome_event,reward,event_reward,close_reward,entry_price,tp_price,sl_price,exit_price,bars_held,source_file
156,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_156\episodes.csv
156,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_156\episodes.csv
156,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_156\episodes.csv
156,12,dio_1vpi,SHORT,TP,1.0,1.0,-0.342483,103.10000000,102.32000000,103.88000000,102.32000000,3,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_156\episodes.csv
156,17,dio_02qu,LONG,TP,1.0,1.0,0.36744,103.40000000,104.07200000,102.72800000,104.07200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_156\episodes.csv
157,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_157\episodes.csv
157,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_157\episodes.csv
157,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_157\episodes.csv
157,12,dio_1vpi,SHORT,TP,1.0,1.0,-0.342483,103.10000000,102.32000000,103.88000000,102.32000000,3,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_157\episodes.csv
157,17,dio_02qu,LONG,TP,1.0,1.0,0.36744,103.40000000,104.07200000,102.72800000,104.07200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_157\episodes.csv
158,1,dio_1u7v,SHORT,TP,1.0,1.0,0.894392,102.24000000,101.94000000,102.54000000,101.94000000,1,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_158\episodes.csv
158,6,dio_0arw,LONG,TP,1.0,1.0,1.384854,101.02000000,101.69200000,100.34800000,101.69200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_158\episodes.csv
158,11,dio_14xc,WAIT,NO_TRADE,0.0,0.0,0.0,102.82000000,102.82000000,102.82000000,102.82000000,0,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_158\episodes.csv
158,12,dio_1vpi,SHORT,TP,1.0,1.0,-0.342483,103.10000000,102.32000000,103.88000000,102.32000000,3,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_158\episodes.csv
158,17,dio_02qu,LONG,TP,1.0,1.0,0.36744,103.40000000,104.07200000,102.72800000,104.07200000,2,debug\dio_mini_pipeline_livecheck_probe18\dio_mini_lauf_158\episodes.csv
