symbol_family,trace_carry_state,visible_probe_count,carried_probe_count,kipp_probe_count,carry_ratio,first_probe,last_probe,first_kipp_probe,first_kipp_state,carried_before_first_kipp,longest_carried_run,longest_kipp_run,dominant_kipp_state,family_temporal_kipp_state,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,probe_path,kipp_state_path,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0g55,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_p3nmq3,dio_text_p3nmq3,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0hlx,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4w08uw,dio_text_4w08uw,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0icm,trace_fully_carried,1,1,0,1.0,probe22,probe22,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wld9e3,dio_text_wld9e3,0.0,probe22,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0ipe,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_yv2emw,dio_text_yv2emw,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0jg9,trace_fully_carried,1,1,0,1.0,probe22,probe22,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fjyzwy,dio_text_1fjyzwy,0.0,probe22,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0jgk,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_25zy1o,dio_text_25zy1o,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0jp7,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1bpdywj,dio_text_1bpdywj,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0jx1,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_rpme7a,dio_text_1htwnrh,-0.006666666,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0kae,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wxcxi3,dio_text_wxcxi3,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0kom,trace_fully_carried,1,1,0,1.0,probe22,probe22,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_mycd4p,dio_text_mycd4p,0.0,probe22,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0kw1,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17z5ng5,dio_text_17z5ng5,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0l9d,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qtr0m5,dio_text_qtr0m5,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0lf6,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17oi9bw,dio_text_17oi9bw,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0m7s,trace_fully_carried,2,2,0,1.0,probe21,probe24,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1pzv1vh,dio_text_1pzv1vh,0.0,probe21 -> probe24,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0nki,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_evmppm,dio_text_evmppm,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0nmw,trace_fully_carried,1,1,0,1.0,probe26,probe26,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ffdehu,dio_text_ffdehu,0.0,probe26,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0nrp,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_k2zhzo,dio_text_k2zhzo,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0ocv,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dmfjko,dio_text_1dmfjko,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0qcz,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_99l0qa,dio_text_99l0qa,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0qjm,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4kokn2,dio_text_4kokn2,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0r90,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1lm80e3,dio_text_1lm80e3,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0rt8,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1k5j6bq,dio_text_1k5j6bq,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0rwa,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_y8bf0y,dio_text_y8bf0y,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0sou,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1vp1m0p,dio_text_1vp1m0p,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0trg,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6k6c6z,dio_text_6k6c6z,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0u61,trace_fully_carried,2,2,0,1.0,probe20,probe26,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_bjp31e,dio_text_bjp31e,0.0,probe20 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0ux0,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_d2v1az,dio_text_d2v1az,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0v3a,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rv6a3m,dio_text_1rv6a3m,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0vn1,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3059lf,dio_text_3059lf,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0wxw,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_leu0c4,dio_text_leu0c4,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0x9y,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_mnivhe,dio_text_mnivhe,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0yco,trace_fully_carried,2,2,0,1.0,probe20,probe21,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1jftcw1,dio_text_1jftcw1,0.0,probe20 -> probe21,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_0zoq,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_9hvxwi,dio_text_9hvxwi,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_106t,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_w35b1r,dio_text_w35b1r,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_114i,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1yi773t,dio_text_1puy4tw,0.013333333,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_11nj,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_9xhgea,dio_text_9xhgea,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_11vr,trace_fully_carried,3,3,0,1.0,probe20,probe22,-,probe_no_visible_kipp,3,3,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_38zk5e,dio_text_38zk5e,0.0,probe20 -> probe21 -> probe22,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_12sg,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rh97f6,dio_text_1rh97f6,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_12xx,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1aduozz,dio_text_1aduozz,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_13a8,trace_fully_carried,2,2,0,1.0,probe25,probe26,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xz3llh,dio_text_1xz3llh,0.0,probe25 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_13v0,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1v5d1cy,dio_text_1v5d1cy,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_14ai,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dgqs7f,dio_text_1dgqs7f,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_151h,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_m4xcdb,dio_text_m4xcdb,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
