fragment_recurrence_state,fragment_count,fragments,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
recurring_passive_target_expansion_fragment,5,target_only_new_fragments:fuehlen_mcm_tension|target_only_new_fragments:hoeren_energy_tone|target_only_new_fragments:reflection_context_alignment|target_only_new_fragments:reflection_context_carry|target_only_new_fragments:reflection_context_strain,True,False,False,False,False,False,False,False
recurring_passive_fragment_trace,3,all_shared_fragments:fuehlen_mcm_coherence|all_shared_fragments:fuehlen_mcm_tension|all_shared_fragments:sehen_form_stability,True,False,False,False,False,False,False,False
recurring_passive_shared_core_fragment,2,persistent_shared_core:fuehlen_mcm_coherence|persistent_shared_core:sehen_form_stability,True,False,False,False,False,False,False,False
single_passive_fragment_trace,2,all_shared_fragments:hoeren_energy_tone|gained_shared_fragments:hoeren_energy_tone,True,False,False,False,False,False,False,False
recurring_passive_new_shared_fragment,1,gained_shared_fragments:fuehlen_mcm_tension,True,False,False,False,False,False,False,False
