left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0m7s,dio_0mhr,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2e-05,1.0,1e-05,1.0,0.0,1.0,4e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0m7s+dio_0mhr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1nlu,dio_1nvu,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.9e-05,1.0,9e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1nlu+dio_1nvu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_07kj,dio_09u3,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004386,0.999846,0.002099,0.999965,0.006221,0.99969,0.0,1.0,0.000354,0.999999,0.000129,1.0,0.0,1.0,0.002321,0.999957,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_07kj+dio_09u3: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0r8l,dio_10xx,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004954,0.999804,0.001782,0.999975,0.008088,0.999477,0.0,1.0,0.002344,0.999956,0.003852,0.999881,0.0,1.0,0.003188,0.999919,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0r8l+dio_10xx: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_114i,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006093,0.999703,0.006864,0.999623,0.005671,0.999743,0.0,1.0,0.001726,0.999976,0.000907,0.999993,0.0,1.0,0.003967,0.999874,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_114i: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_12n0,7,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006139,0.999699,0.003796,0.999885,0.010867,0.999056,0.0,1.0,0.002598,0.999946,0.004507,0.999838,0.0,1.0,0.004337,0.99985,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_12n0: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_14eb,dio_155e,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007198,0.999586,0.002883,0.999933,0.01608,0.997936,0.0,1.0,0.000962,0.999993,0.000263,0.999999,0.0,1.0,0.004447,0.999842,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_14eb+dio_155e: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1ldo,dio_1lno,3,3,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009224,0.99932,0.004574,0.999833,0.013139,0.998621,0.0,1.0,0.000266,0.999999,0.000643,0.999997,0.0,1.0,0.004886,0.999809,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1ldo+dio_1lno: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_0zkk,7,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00969,0.999249,0.001465,0.999983,0.014202,0.998389,0.0,1.0,0.00237,0.999955,0.00341,0.999907,0.0,1.0,0.004957,0.999803,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_0zkk: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_09tm,dio_0zqm,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009629,0.999259,0.001495,0.999982,0.020682,0.99659,0.0,1.0,8.6e-05,1.0,0.000105,1.0,0.0,1.0,0.005142,0.999789,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_09tm+dio_0zqm: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_155k,dio_0d83,4,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009476,0.999282,0.001653,0.999978,0.019544,0.996954,0.0,1.0,0.001324,0.999986,0.002688,0.999942,0.0,1.0,0.005384,0.999768,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_155k+dio_0d83: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1640,dio_09b1,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.009677,0.999251,0.00448,0.999839,0.015589,0.99806,0.0,1.0,0.001725,0.999976,0.000384,0.999999,0.0,1.0,0.005451,0.999762,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1640+dio_09b1: gleiche passive Bedeutungsinsel, ohne Handlung."
