neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,12,23,dio_07kj|dio_09b1|dio_09tm|dio_09u3|dio_0d83|dio_0m7s|dio_0mhr|dio_0r8l|dio_0zkk|dio_0zqm|dio_10qz|dio_10xx|dio_114i|dio_12n0|dio_12x0|dio_14eb|dio_155e|dio_155k|dio_1640|dio_1ldo|dio_1lno|dio_1nlu|dio_1nvu,1.0,0.999864,True,False,False,False,False,False,False,False
