inner_state,contact_quality,world_count,worlds,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,avg_sehen_form_stability,avg_hoeren_energy_tone,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension
inner_carried,positive_real_contact,5,"probe17_first,probe17_repeat,probe18_first,probe18_repeat1,probe18_repeat2",45,47.982275,47.982275,1.066273,"dio_0120,dio_04z7,dio_0akd,dio_0arw,dio_0bmh,dio_0ems,dio_0n9e,dio_0ofo,dio_0t0v,dio_1bwb,dio_1u7v",positive_real_contact,-0.109978,0.177778,0.010812,0.49279,0.168865
inner_carried,observed_potential,3,"probe17_first,probe18_first,probe18_repeat1",30,0.0,28.203599,0.0,"dio_0120,dio_04z7,dio_0akd,dio_0arw,dio_0bmh,dio_0ems,dio_0n9e,dio_0ofo,dio_0t0v,dio_1bwb,dio_1u7v",observed_potential,-0.010864,0.233333,0.0319,0.520562,0.203038
inner_carried,negative_real_contact,1,probe18_first,1,-1.236659,1.036659,-1.236659,dio_0t0v,negative_real_contact,0.043335,-1.0,-0.093547,-0.226193,0.11288
inner_open_observation,observed_potential,5,"probe17_first,probe17_repeat,probe18_first,probe18_repeat1,probe18_repeat2",68,0.0,21.7361,0.0,"dio_02qu,dio_040y,dio_0fiy,dio_0fzl,dio_0igh,dio_0ps1,dio_0x1o,dio_10dk,dio_13u8,dio_14xc,dio_16yc,dio_1d1z,dio_1d3r,dio_1f9y,dio_1g2t,dio_1mym,dio_1qwp",observed_potential,0.345104,0.294118,0.086209,0.543994,0.322418
inner_unfinished,observed_potential,5,"probe17_first,probe17_repeat,probe18_first,probe18_repeat1,probe18_repeat2",15,0.0,9.964358,0.0,"dio_00qb,dio_1k7y",observed_potential,0.379477,0.0,-0.077892,0.37819,0.295113
inner_cautious,observed_potential,2,"probe18_repeat1,probe18_repeat2",6,0.0,0.854898,0.0,dio_1vpi,observed_potential,0.742634,1.0,-0.052832,0.985207,0.348372
inner_cautious,negative_real_contact,2,"probe18_first,probe18_repeat1",5,-1.712415,0.712415,-0.342483,dio_1vpi,negative_real_contact,0.742634,1.0,-0.052832,0.985207,0.348372
