inner_map_transition_state,count,avg_score_delta,avg_stability_delta,avg_variation_delta,avg_drift_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
new_in_right_inner_map,160,0.483833333,0.775,0.193533333,0.0,True,False,False,False,False,False,False,False
stable_recurrence,105,0.0070872,0.0194898,0.00283488,0.0,True,False,False,False,False,False,False,False
missing_in_right_inner_map,56,-0.487198589,-0.755510406,-0.194879436,0.0,True,False,False,False,False,False,False,False
