left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0vqe,dio_1a5x,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005525,0.999756,0.003469,0.999904,0.005558,0.999753,0.0,1.0,0.000836,0.999994,8e-05,1.0,0.0,1.0,0.00288,0.999934,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0vqe+dio_1a5x: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12im,dio_1mxa,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.004452,0.999841,0.003905,0.999878,0.006814,0.999629,0.0,1.0,0.000699,0.999996,0.00027,0.999999,0.0,1.0,0.002865,0.999934,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12im+dio_1mxa: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_098w,dio_1q3e,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005226,0.999782,0.0039,0.999878,0.007934,0.999497,0.0,1.0,0.000512,0.999998,0.000202,1.0,0.0,1.0,0.003152,0.999921,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_098w+dio_1q3e: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_07kj,dio_09u3,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006822,0.999628,0.004804,0.999815,0.001952,0.99997,0.0,1.0,0.001741,0.999976,0.00057,0.999997,0.0,1.0,0.003218,0.999917,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_07kj+dio_09u3: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1h9v,dio_1you,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.004824,0.999814,0.003609,0.999896,0.009874,0.999221,0.0,1.0,0.000723,0.999996,0.000223,1.0,0.0,1.0,0.003256,0.999915,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1h9v+dio_1you: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0fvb,dio_12xn,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007775,0.999517,0.003433,0.999906,0.005391,0.999768,0.0,1.0,0.000383,0.999999,0.000575,0.999997,0.0,1.0,0.003368,0.999909,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0fvb+dio_12xn: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0w16,dio_101q,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006882,0.999621,0.004236,0.999856,0.010978,0.999037,0.0,1.0,0.000634,0.999997,0.000512,0.999998,0.0,1.0,0.004031,0.99987,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0w16+dio_101q: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0s41,dio_19uu,4,4,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006335,0.999679,0.004703,0.999823,0.011417,0.998958,0.0,1.0,0.000969,0.999992,0.000304,0.999999,0.0,1.0,0.004085,0.999867,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0s41+dio_19uu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_098w,dio_0avw,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006908,0.999618,0.00505,0.999796,0.010088,0.999187,0.0,1.0,0.001052,0.999991,0.000548,0.999998,0.0,1.0,0.00417,0.999861,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_098w+dio_0avw: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1958,dio_1ocs,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006921,0.999617,0.00754,0.999545,0.004804,0.999815,0.0,1.0,0.001762,0.999975,0.00026,0.999999,0.0,1.0,0.004164,0.999861,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1958+dio_1ocs: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0juh,dio_0t27,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006151,0.999697,0.004061,0.999868,0.014133,0.998405,0.0,1.0,0.000754,0.999995,0.000221,1.0,0.0,1.0,0.004189,0.99986,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0juh+dio_0t27: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0vtu,dio_0wxw,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00643,0.999669,0.003461,0.999904,0.015722,0.998027,0.0,1.0,0.000154,1.0,5.3e-05,1.0,0.0,1.0,0.004217,0.999858,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0vtu+dio_0wxw: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0ytl,dio_1fo9,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008394,0.999437,0.005394,0.999767,0.006715,0.999639,0.0,1.0,0.00142,0.999984,0.000435,0.999998,0.0,1.0,0.004241,0.999856,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0ytl+dio_1fo9: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0wyr,dio_1ci8,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006913,0.999618,0.00468,0.999825,0.011791,0.998889,0.0,1.0,0.000964,0.999993,0.00034,0.999999,0.0,1.0,0.004266,0.999854,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0wyr+dio_1ci8: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0bm2,dio_15e5,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006915,0.999618,0.007617,0.999536,0.005575,0.999751,0.0,1.0,0.001793,0.999974,0.000632,0.999997,0.0,1.0,0.004306,0.999852,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0bm2+dio_15e5: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1ldu,dio_1tj7,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008534,0.999418,0.006807,0.999629,0.003342,0.999911,0.0,1.0,0.00226,0.999959,0.000775,0.999995,0.0,1.0,0.004325,0.99985,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1ldu+dio_1tj7: gleiche passive Bedeutungsinsel, ohne Handlung."
