summary_group,state,count,avg_family_stability,avg_score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
anchor_exchange_state,same_family_basis,147,,,True,False,False,False,False,False,False,False
anchor_exchange_state,new_text_island,54,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_exchange,14,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_thinning,11,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_expansion,7,,,True,False,False,False,False,False,False,False
totals,anchor_exchange,14,0.272610029,0.103308466,True,False,False,False,False,False,False,False
