inner_state,contact_state,count,reward_sum,best_reward_sum,avg_reward,families,actions
inner_carried,executed_positive_contact,8,9.116984,9.116984,1.139623,"dio_0arw,dio_1u7v","LONG,SHORT"
inner_carried,observed_potential_contact,2,0.0,2.073318,0.0,dio_0t0v,WAIT
inner_unknown,executed_positive_contact,4,2.2187,2.2187,0.554675,"dio_0120,dio_0akd",LONG
inner_cautious,observed_potential_contact,2,0.0,0.284966,0.0,dio_1vpi,WAIT
inner_open_observation,observed_potential_contact,4,0.0,0.37806,0.0,dio_14xc,WAIT
inner_unknown,observed_potential_contact,4,0.0,1.993172,0.0,"dio_00qb,dio_02qu",WAIT
inner_cautious,executed_negative_contact,2,-0.684966,0.284966,-0.342483,dio_1vpi,SHORT
