inner_spacetime_state,family_count,family_rate,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
spacetime_latent_persistent_trace,233,0.614775726,True,True,False,False,False,False,False,False,False,False
spacetime_fading_trace,143,0.377308707,True,True,False,False,False,False,False,False,False,False
spacetime_stable_coupled_core,2,0.005277045,True,True,False,False,False,False,False,False,False,False
spacetime_open_trace,1,0.002638522,True,True,False,False,False,False,False,False,False,False
