inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,8,1.042587,8.768789,0.130323,"dio_0arw,dio_0t0v,dio_1u7v","negative_real_contact,observed_potential,positive_real_contact",-0.146019,0.49066,0.375,2.0,0.006161,0.133275,0.615601,1.215069,0.137848,0.234707,1
inner_unknown,26,2.455651,15.179001,0.094448,"dio_00qb,dio_0120,dio_02qu,dio_0bmh,dio_0ems,dio_0fiy,dio_0igh,dio_0x1o,dio_16yc,dio_1g2t,dio_1qwp","observed_potential,positive_real_contact",0.010489,1.596787,0.115385,2.0,0.137018,0.389538,0.425689,1.271351,0.30439,0.268941,1
inner_open_observation,3,0.0,0.283545,0.0,dio_14xc,observed_potential,0.822477,0.0,1.0,0.0,0.010545,0.0,0.997047,0.0,0.377032,0.0,1
inner_cautious,3,-1.027449,0.427449,-0.342483,dio_1vpi,negative_real_contact,0.742634,0.0,1.0,0.0,-0.052832,0.0,0.985207,0.0,0.348372,0.0,1
