phase,phase_run,global_run,data_path,candles,episodes,trades,long_trades,short_trades,waits,total_reward,avg_reward,unique_symbols,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,top_long_family,top_long_trust,top_short_family,top_short_trust
sensor_relation_probe5,1,72,data\kontrolliert_sensor_relation_probe5_2episoden_5m_SOLUSDT.csv,24,14,1,1,0,13,0.605645,0.04326,14,0.015427,0.155315,0.066495,0.077477,0.057571,0.072054,0.008924,0.064269,0.000275,0.003848,3e-05,0.000423,13,0.063633,0.073952,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe5,2,73,data\kontrolliert_sensor_relation_probe5_2episoden_5m_SOLUSDT.csv,24,14,1,1,0,13,0.605645,0.04326,14,0.025922,0.221933,0.06413,0.072495,0.049583,0.061391,0.014547,0.062692,0.002494,0.005164,0.000274,0.000568,13,0.057192,0.064117,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe5,3,74,data\kontrolliert_sensor_relation_probe5_2episoden_5m_SOLUSDT.csv,24,11,2,1,1,9,1.790484,0.162771,11,0.044477,0.277778,0.065423,0.073227,0.040413,0.061991,0.02501,0.063643,0.00328,0.00823,0.000361,0.000905,9,0.053408,0.063647,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe5,4,75,data\kontrolliert_sensor_relation_probe5_2episoden_5m_SOLUSDT.csv,24,7,3,1,2,4,2.589046,0.369864,7,0.097862,0.324496,0.067273,0.074321,0.020136,0.043257,0.047136,0.070905,0.004921,0.008492,0.000541,0.000934,4,0.044592,0.050864,dio_1lam,1.0,dio_0t45,1.0
