family,visible_stage_count,visible_stages,unique_text_island_count,text_island_sequence,first_score,last_score,score_delta_first_to_last,max_score,min_score,has_drift_phase,has_text_change,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0x52,2,G_REPRO|VARIANTE_H_repro_check,1,dio_text_1456g6j -> dio_text_1456g6j,0.483333333,0.206666667,-0.276666666,0.483333333,0.206666667,False,False,True,False,False,False,False,False,False,False
dio_1lg2,2,G_REPRO|VARIANTE_H_repro_check,1,dio_text_13ycr5k -> dio_text_13ycr5k,0.483333333,0.206666667,-0.276666666,0.483333333,0.206666667,False,False,True,False,False,False,False,False,False,False
