symbol_family,maturation_state,observation_count,execution_count,first_observation_run,first_observation_tick,first_observation_best_action,first_observation_best_reward,first_execution_run,first_execution_tick,first_execution_action,first_execution_reward,run_lag,tick_lag,observation_reward_potential_sum,execution_reward_sum
dio_1cey,observation_not_yet_executed,1,0,128,18,LONG,0.192985,,,,0.0,,,0.192985,0
dio_1ayy,observation_not_yet_executed,1,0,128,11,SHORT,0.08337,,,,0.0,,,0.08337,0
