family,left_visible,right_visible,edge_lost_count,edge_new_count,edge_carried_count,family_transition,left_text_hint,right_text_hint,sehen_stage_delta,hoeren_stage_delta,fuehlen_mcm_stage_delta,zeit_stage_delta,neuro_stage_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0325,True,True,1,0,0,family_visible_but_decoupled,focus_tone,focus_tone,0.0,0.006059,0.001279667,0.0,0.000295333,True,False,False,False,False,False,False,False
dio_10qz,True,True,1,0,1,family_visible_but_decoupled,focus_tone,focus_tone,0.001232,0.0028875,0.001296,0.0,0.000618,True,False,False,False,False,False,False,False
dio_114i,True,True,0,0,1,family_carried,focus_tone,focus_tone,0.0,0.0058715,0.001249,0.0,0.000302,True,False,False,False,False,False,False,False
dio_1ytc,True,False,2,0,0,family_not_carried,focus_tone,-,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
