left_label,right_label,left_family,right_family,edge_transition,left_meaning_similarity,right_meaning_similarity,left_mcm_similarity,right_mcm_similarity,left_hearing_similarity,right_hearing_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_0325,dio_10qz,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_0325,dio_114i,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_0325,dio_1ytc,edge_lost,0.999765,0.0,0.999946,0.0,0.996781,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_10qz,dio_114i,edge_carried,0.999896,0.999874,0.999693,0.999623,0.999852,0.999743,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_10qz,dio_1ytc,edge_lost,0.999853,0.0,0.999921,0.0,0.997685,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,M_FOLGEKONTAKT4,dio_114i,dio_1ytc,edge_absent,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
