symbol_family,stage_path,state_path,growth_state,partner_trace,first_semantic_density,last_semantic_density,semantic_density_delta,first_island_growth,last_island_growth,island_growth_delta,passive_growth_reading,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_114i,I_WELTKONTAKT -> J_FOLGEKONTAKT,coupled_density_center -> coupled_density_center,stable_coupled_density_center,dio_10qz|dio_1ytc,0.793305,0.793305,0.0,0.999985,0.999991,6e-06,stabile Stufe ohne sichtbare Reorganisation,True,False,False,False,False,False,False,False
dio_0scd,I_WELTKONTAKT -> J_FOLGEKONTAKT,coupled_density_center -> not_visible,density_center_lost_under_followup_contact,dio_0axn|dio_122f,0.793304,0.0,-0.793304,0.999984,0.0,-0.999984,Dichtezentrum wird im Folgekontakt nicht mehr sichtbar,True,False,False,False,False,False,False,False
