symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_1g18,sehen_form_stability,4,-1.0,-1.0,0.0,-1.0,stable,True,False
dio_1g18,hoeren_energy_tone,4,-0.128893,-0.12741,0.001483,-0.128152,stable,True,False
dio_1g18,fuehlen_mcm_coherence,4,-0.23609,-0.235675,0.000415,-0.235882,stable,True,False
dio_1g18,fuehlen_mcm_tension,4,0.129537,0.146708,0.017171,0.138123,stable,True,False
dio_1g18,reflection_context_carry,4,0.224614,0.236985,0.012371,0.230797,stable,True,False
dio_1g18,reflection_context_strain,4,0.244292,0.246023,0.001731,0.245159,stable,True,False
dio_1g18,reflection_context_alignment,4,0.811504,0.832702,0.021198,0.822109,soft_variant,True,False
