text_island_symbol,text_island_maturity_state,observations,family_count,recurrence_count,density_stability,variation_tolerance,foreign_separation,reorganization_quality,drift_pressure,semantic_density,semantic_maturity_score,maturity_note,semantic_vorticity,first_seen_source,last_seen_source,state_counts,source_counts,families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_text_10tdlgu,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_10tdlgu: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_1h6s,True,False,False,False,False,False,False,False
dio_text_10vzt25,new_unconfirmed_text_island,1,6,0,1.0,0.0,0.0,0.0,0.0,0.748773,0.24,"dio_text_10vzt25: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.240; passiv, keine Handlung.",0.671264,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0bde|dio_0z2v|dio_106w|dio_16ry|dio_1a1a|dio_1vz0,True,False,False,False,False,False,False,False
dio_text_10zhe22,new_unconfirmed_text_island,1,7,0,1.0,0.0,0.0,0.0,0.0,0.580241,0.246666667,"dio_text_10zhe22: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.247; passiv, keine Handlung.",0.572224,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_09u3|dio_0o3g|dio_17y9|dio_1im7|dio_1ldu|dio_1siy|dio_1tj7,True,False,False,False,False,False,False,False
dio_text_12i41ij,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_12i41ij: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_02s2,True,False,False,False,False,False,False,False
dio_text_12o524i,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_12o524i: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0rwq,True,False,False,False,False,False,False,False
dio_text_12s80z7,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_12s80z7: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0vu0,True,False,False,False,False,False,False,False
dio_text_1375gtt,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_1375gtt: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0we7,True,False,False,False,False,False,False,False
dio_text_139he2x,new_unconfirmed_text_island,1,4,0,1.0,0.0,0.0,0.0,0.0,0.500982,0.226666667,"dio_text_139he2x: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.227; passiv, keine Handlung.",0.544443,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0892|dio_0r5x|dio_1hzg|dio_1pen,True,False,False,False,False,False,False,False
dio_text_13sd2dn,new_unconfirmed_text_island,1,2,0,1.0,0.0,0.0,0.0,0.0,0.471937,0.213333333,"dio_text_13sd2dn: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.213; passiv, keine Handlung.",0.542972,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_16xo|dio_1lj9,True,False,False,False,False,False,False,False
dio_text_13vvpp5,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_13vvpp5: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0oic,True,False,False,False,False,False,False,False
dio_text_1456g6j,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_1456g6j: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0x52,True,False,False,False,False,False,False,False
dio_text_149kk0l,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_149kk0l: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_01w7,True,False,False,False,False,False,False,False
dio_text_14cjsrg,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_14cjsrg: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_1o2b,True,False,False,False,False,False,False,False
dio_text_14eizb9,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_14eizb9: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_19bg,True,False,False,False,False,False,False,False
dio_text_153gn8y,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_153gn8y: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_1jba,True,False,False,False,False,False,False,False
dio_text_15hzmqv,new_unconfirmed_text_island,1,8,0,1.0,0.0,0.0,0.0,0.0,0.609133,0.253333333,"dio_text_15hzmqv: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.253; passiv, keine Handlung.",0.584142,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_06b8|dio_095l|dio_0g9z|dio_0h3x|dio_0l9d|dio_0xkp|dio_1958|dio_1ocs,True,False,False,False,False,False,False,False
dio_text_16inwym,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_16inwym: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0fvb,True,False,False,False,False,False,False,False
dio_text_16jvunu,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_16jvunu: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0inm,True,False,False,False,False,False,False,False
dio_text_16mtr49,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_16mtr49: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_05pr,True,False,False,False,False,False,False,False
dio_text_16qwab5,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_16qwab5: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_1jgc,True,False,False,False,False,False,False,False
dio_text_16u5ej1,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_16u5ej1: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0rur,True,False,False,False,False,False,False,False
dio_text_170lq6s,new_unconfirmed_text_island,1,2,0,1.0,0.0,0.0,0.0,0.0,0.471994,0.213333333,"dio_text_170lq6s: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.213; passiv, keine Handlung.",0.543008,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_03em|dio_0mod,True,False,False,False,False,False,False,False
dio_text_17olucv,new_unconfirmed_text_island,1,5,0,1.0,0.0,0.0,0.0,0.0,0.474232,0.233333333,"dio_text_17olucv: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.233; passiv, keine Handlung.",0.522151,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_002s|dio_1001|dio_11bp|dio_15r6|dio_1hj5,True,False,False,False,False,False,False,False
dio_text_19hwb5v,new_unconfirmed_text_island,1,1,0,1.0,0.0,0.0,0.0,0.0,0.051231,0.206666667,"dio_text_19hwb5v: new_unconfirmed_text_island; recur=0; var=0.000; foreign=0.000; score=0.207; passiv, keine Handlung.",0.532711,F_only_anchor_check,F_only_anchor_check,"{""emerging_text_island"": 1}","{""F_only_anchor_check"": 1}",dio_0ui7,True,False,False,False,False,False,False,False
