family,probe_count,seen_count,executed_count,reward_sum,probe_states,timeline_states,strongest_action_traces,passive_sentence
dio_0arw,3,3,3,4.154562,probe19_run153:seen_carried -> probe19_run154:seen_carried -> probe19_run155:seen_carried,-,LONG,dio_0arw: wird ueber mehrere Welten getragen gelesen.
dio_0t0v,3,3,3,3.109977,probe19_run153:seen_carried -> probe19_run154:seen_carried -> probe19_run155:seen_carried,-,LONG,dio_0t0v: wird ueber mehrere Welten getragen gelesen.
dio_1u7v,3,3,3,2.683176,probe19_run153:seen_carried -> probe19_run154:seen_carried -> probe19_run155:seen_carried,-,SHORT,dio_1u7v: wird ueber mehrere Welten getragen gelesen.
dio_005q,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_005q: bleibt in den gelesenen Welten still.
dio_00eh,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_00eh: bleibt in den gelesenen Welten still.
dio_00h2,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,WAIT,dio_00h2: bleibt in den gelesenen Welten still.
dio_00qb,3,3,0,0.0,probe19_run153:seen_unclear -> probe19_run154:seen_unclear -> probe19_run155:seen_unclear,-,LONG,"dio_00qb: bleibt gemischt/offen, reward_sum=0.000000."
dio_00rd,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,WAIT,dio_00rd: bleibt in den gelesenen Welten still.
dio_00t3,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_00t3: bleibt in den gelesenen Welten still.
dio_0120,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_0120: bleibt in den gelesenen Welten still.
dio_017u,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_017u: bleibt in den gelesenen Welten still.
dio_018g,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_018g: bleibt in den gelesenen Welten still.
dio_01nf,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_01nf: bleibt in den gelesenen Welten still.
dio_01nr,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_01nr: bleibt in den gelesenen Welten still.
dio_01ql,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_01ql: bleibt in den gelesenen Welten still.
dio_01xf,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_01xf: bleibt in den gelesenen Welten still.
dio_01yf,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_01yf: bleibt in den gelesenen Welten still.
dio_026q,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_026q: bleibt in den gelesenen Welten still.
dio_02az,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_02az: bleibt in den gelesenen Welten still.
dio_02qu,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_02qu: bleibt in den gelesenen Welten still.
dio_0309,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_0309: bleibt in den gelesenen Welten still.
dio_03fl,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_03fl: bleibt in den gelesenen Welten still.
dio_040y,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_040y: bleibt in den gelesenen Welten still.
dio_04iy,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,SHORT,dio_04iy: bleibt in den gelesenen Welten still.
dio_04z7,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_04z7: bleibt in den gelesenen Welten still.
dio_052z,3,0,0,0.0,probe19_run153:not_seen -> probe19_run154:not_seen -> probe19_run155:not_seen,-,LONG,dio_052z: bleibt in den gelesenen Welten still.
