family,probe_count,seen_count,executed_count,reward_sum,probe_states,timeline_states,strongest_action_traces,passive_sentence
dio_0120,5,3,3,1.001079,probe17_first:seen_unclear -> probe17_repeat:not_seen -> probe18_first:seen_carried -> probe18_repeat1:seen_carried -> probe18_repeat2:not_seen,-,LONG,dio_0120: wird ueber mehrere Welten getragen gelesen.
dio_0bmh,5,2,1,0.817371,probe17_first:seen_unclear -> probe17_repeat:not_seen -> probe18_first:seen_carried -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,"dio_0bmh: bleibt gemischt/offen, reward_sum=0.817371."
dio_005q,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_005q: bleibt in den gelesenen Welten still.
dio_00eh,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_00eh: bleibt in den gelesenen Welten still.
dio_00h2,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,WAIT,dio_00h2: bleibt in den gelesenen Welten still.
dio_00qb,5,3,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:seen_unclear -> probe18_repeat1:seen_unclear -> probe18_repeat2:seen_unclear,-,LONG,"dio_00qb: bleibt gemischt/offen, reward_sum=0.000000."
dio_00rd,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,WAIT,dio_00rd: bleibt in den gelesenen Welten still.
dio_00t3,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_00t3: bleibt in den gelesenen Welten still.
dio_017u,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_017u: bleibt in den gelesenen Welten still.
dio_018g,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_018g: bleibt in den gelesenen Welten still.
dio_01nf,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_01nf: bleibt in den gelesenen Welten still.
dio_01nr,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_01nr: bleibt in den gelesenen Welten still.
dio_01ql,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_01ql: bleibt in den gelesenen Welten still.
dio_01xf,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_01xf: bleibt in den gelesenen Welten still.
dio_01yf,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_01yf: bleibt in den gelesenen Welten still.
dio_026q,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_026q: bleibt in den gelesenen Welten still.
dio_02az,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_02az: bleibt in den gelesenen Welten still.
dio_02qu,5,2,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:seen_unclear -> probe18_repeat1:seen_unclear -> probe18_repeat2:not_seen,-,LONG,"dio_02qu: bleibt gemischt/offen, reward_sum=0.000000."
dio_0309,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0309: bleibt in den gelesenen Welten still.
dio_03fl,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_03fl: bleibt in den gelesenen Welten still.
dio_040y,5,1,0,0.0,probe17_first:seen_unclear -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,"dio_040y: bleibt gemischt/offen, reward_sum=0.000000."
dio_04iy,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_04iy: bleibt in den gelesenen Welten still.
dio_052z,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_052z: bleibt in den gelesenen Welten still.
dio_05cx,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_05cx: bleibt in den gelesenen Welten still.
dio_05pr,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_05pr: bleibt in den gelesenen Welten still.
dio_05s4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_05s4: bleibt in den gelesenen Welten still.
dio_05vm,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_05vm: bleibt in den gelesenen Welten still.
dio_05x4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_05x4: bleibt in den gelesenen Welten still.
dio_05z6,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_05z6: bleibt in den gelesenen Welten still.
dio_060l,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_060l: bleibt in den gelesenen Welten still.
dio_066x,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_066x: bleibt in den gelesenen Welten still.
dio_06j3,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_06j3: bleibt in den gelesenen Welten still.
dio_074d,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_074d: bleibt in den gelesenen Welten still.
dio_0786,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0786: bleibt in den gelesenen Welten still.
dio_0789,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0789: bleibt in den gelesenen Welten still.
dio_07mf,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_07mf: bleibt in den gelesenen Welten still.
dio_07rf,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_07rf: bleibt in den gelesenen Welten still.
dio_07wx,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_07wx: bleibt in den gelesenen Welten still.
dio_07yj,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_07yj: bleibt in den gelesenen Welten still.
dio_07z2,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_07z2: bleibt in den gelesenen Welten still.
dio_081d,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_081d: bleibt in den gelesenen Welten still.
dio_08wa,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_08wa: bleibt in den gelesenen Welten still.
dio_09dp,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_09dp: bleibt in den gelesenen Welten still.
dio_09jn,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_09jn: bleibt in den gelesenen Welten still.
dio_09n6,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_09n6: bleibt in den gelesenen Welten still.
dio_0a54,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0a54: bleibt in den gelesenen Welten still.
dio_0aa6,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0aa6: bleibt in den gelesenen Welten still.
dio_0aam,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,WAIT,dio_0aam: bleibt in den gelesenen Welten still.
dio_0aib,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0aib: bleibt in den gelesenen Welten still.
dio_0av4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0av4: bleibt in den gelesenen Welten still.
dio_0avw,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0avw: bleibt in den gelesenen Welten still.
dio_0b0d,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0b0d: bleibt in den gelesenen Welten still.
dio_0bcj,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0bcj: bleibt in den gelesenen Welten still.
dio_0byw,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0byw: bleibt in den gelesenen Welten still.
dio_0c1f,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0c1f: bleibt in den gelesenen Welten still.
dio_0c6o,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,mixed_reconfirmed_and_conflict,LONG,dio_0c6o: bleibt in den gelesenen Welten still.
dio_0cn1,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0cn1: bleibt in den gelesenen Welten still.
dio_0d07,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0d07: bleibt in den gelesenen Welten still.
dio_0dcm,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0dcm: bleibt in den gelesenen Welten still.
dio_0e10,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0e10: bleibt in den gelesenen Welten still.
dio_0e6t,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0e6t: bleibt in den gelesenen Welten still.
dio_0edu,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0edu: bleibt in den gelesenen Welten still.
dio_0eh8,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0eh8: bleibt in den gelesenen Welten still.
dio_0eji,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0eji: bleibt in den gelesenen Welten still.
dio_0f4h,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0f4h: bleibt in den gelesenen Welten still.
dio_0f9v,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0f9v: bleibt in den gelesenen Welten still.
dio_0fiy,5,1,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:seen_unclear -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,"dio_0fiy: bleibt gemischt/offen, reward_sum=0.000000."
dio_0fp8,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0fp8: bleibt in den gelesenen Welten still.
dio_0fzl,5,1,0,0.0,probe17_first:seen_unclear -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,"dio_0fzl: bleibt gemischt/offen, reward_sum=0.000000."
dio_0g0p,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0g0p: bleibt in den gelesenen Welten still.
dio_0g8c,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0g8c: bleibt in den gelesenen Welten still.
dio_0ga4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0ga4: bleibt in den gelesenen Welten still.
dio_0gtz,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0gtz: bleibt in den gelesenen Welten still.
dio_0hd3,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,reconfirmed_with_quiet_return,SHORT,dio_0hd3: bleibt in den gelesenen Welten still.
dio_0hiu,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0hiu: bleibt in den gelesenen Welten still.
dio_0hla,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0hla: bleibt in den gelesenen Welten still.
dio_0hli,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0hli: bleibt in den gelesenen Welten still.
dio_0hzw,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0hzw: bleibt in den gelesenen Welten still.
dio_0i2c,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0i2c: bleibt in den gelesenen Welten still.
dio_0i5m,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0i5m: bleibt in den gelesenen Welten still.
dio_0i9h,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0i9h: bleibt in den gelesenen Welten still.
dio_0ie2,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0ie2: bleibt in den gelesenen Welten still.
dio_0if9,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0if9: bleibt in den gelesenen Welten still.
dio_0ifl,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0ifl: bleibt in den gelesenen Welten still.
dio_0igh,5,1,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:seen_unclear -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,"dio_0igh: bleibt gemischt/offen, reward_sum=0.000000."
dio_0irs,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0irs: bleibt in den gelesenen Welten still.
dio_0iy2,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0iy2: bleibt in den gelesenen Welten still.
dio_0izw,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0izw: bleibt in den gelesenen Welten still.
dio_0jco,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0jco: bleibt in den gelesenen Welten still.
dio_0jjv,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0jjv: bleibt in den gelesenen Welten still.
dio_0jqv,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0jqv: bleibt in den gelesenen Welten still.
dio_0k53,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0k53: bleibt in den gelesenen Welten still.
dio_0klc,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0klc: bleibt in den gelesenen Welten still.
dio_0knp,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0knp: bleibt in den gelesenen Welten still.
dio_0kpn,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0kpn: bleibt in den gelesenen Welten still.
dio_0lt6,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0lt6: bleibt in den gelesenen Welten still.
dio_0lyu,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0lyu: bleibt in den gelesenen Welten still.
dio_0mlh,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0mlh: bleibt in den gelesenen Welten still.
dio_0mp4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0mp4: bleibt in den gelesenen Welten still.
dio_0mst,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0mst: bleibt in den gelesenen Welten still.
dio_0my4,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0my4: bleibt in den gelesenen Welten still.
dio_0n4c,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0n4c: bleibt in den gelesenen Welten still.
dio_0nm2,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0nm2: bleibt in den gelesenen Welten still.
dio_0nmi,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0nmi: bleibt in den gelesenen Welten still.
dio_0nny,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0nny: bleibt in den gelesenen Welten still.
dio_0nv8,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0nv8: bleibt in den gelesenen Welten still.
dio_0nvr,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0nvr: bleibt in den gelesenen Welten still.
dio_0odx,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,SHORT,dio_0odx: bleibt in den gelesenen Welten still.
dio_0oio,5,0,0,0.0,probe17_first:not_seen -> probe17_repeat:not_seen -> probe18_first:not_seen -> probe18_repeat1:not_seen -> probe18_repeat2:not_seen,-,LONG,dio_0oio: bleibt in den gelesenen Welten still.
