symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_1guc,sehen_form_stability,8,1.0,1.0,0.0,1.0,stable,True,False
dio_1guc,hoeren_energy_tone,8,0.369058,0.389153,0.020095,0.379125,soft_variant,True,False
dio_1guc,fuehlen_mcm_coherence,8,0.891037,0.896664,0.005627,0.893845,stable,True,False
dio_1guc,fuehlen_mcm_tension,8,0.350106,0.371128,0.021022,0.356285,soft_variant,True,False
dio_1guc,reflection_context_carry,8,0.287418,0.3011,0.013682,0.291876,stable,True,False
dio_1guc,reflection_context_strain,8,0.247101,0.252347,0.005246,0.250057,stable,True,False
dio_1guc,reflection_context_alignment,8,0.92997,0.956088,0.026118,0.947988,soft_variant,True,False
