inner_state,contact_state,count,reward_sum,best_reward_sum,avg_reward,families,actions
inner_carried,executed_positive_contact,5,4.734897,4.734897,0.946979,"dio_0120,dio_0arw,dio_0bmh,dio_0ems,dio_1u7v","LONG,SHORT"
inner_carried,observed_potential_contact,10,0.0,9.546815,0.0,"dio_0120,dio_0arw,dio_0bmh,dio_0ems,dio_1u7v",WAIT
inner_carried,executed_negative_contact,1,-1.236659,1.036659,-1.236659,dio_0t0v,SHORT
inner_open_observation,observed_potential_contact,20,0.0,8.283818,0.0,"dio_02qu,dio_0fiy,dio_0igh,dio_0x1o,dio_14xc,dio_16yc,dio_1g2t,dio_1qwp",WAIT
inner_unfinished,observed_potential_contact,1,0.0,0.629146,0.0,dio_00qb,WAIT
inner_cautious,executed_negative_contact,3,-1.027449,0.427449,-0.342483,dio_1vpi,SHORT
