run,tick,timestamp_ms,symbol,symbol_family,action,raw_action,outcome_event,reward,event_reward,contact_state,inner_state,memory_trust,memory_caution,memory_trust_minus_caution,memory_action_count,consequence_effect,sehen_form_flow,sehen_form_stability,hoeren_energy_tone,fuehlen_mcm_coherence,fuehlen_mcm_tension,inner_sentence,source_file,passive_only
156,1,1767600300000000,dio_1txvf64,dio_1txv,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,2,no_trade_or_observation,0.032622,1.0,0.039728,0.988876,0.040826,dio_1txv: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,2,1767600600000000,dio_16yc7xq,dio_16yc,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,4,no_trade_or_observation,-0.184859,-1.0,0.308365,-0.286342,0.287146,dio_16yc: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,3,1767600900000000,dio_1g2tjcp,dio_1g2t,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,4,no_trade_or_observation,-0.40234,-0.333333,0.303705,0.114963,0.336808,dio_1g2t: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,4,1767601200000000,dio_0fiypgb,dio_0fiy,LONG,LONG,SL,-1.0,-1.0,real_contact_burdened,inner_consequence_burdened,0.079286,0.14,-0.060714,4,sl_caution_dominant,-0.598073,0.0,0.248256,0.330488,0.375569,"dio_0fiy: DIO sieht eine belastete Konsequenzspur; Kontakt=real_contact_burdened, Aktion=LONG, Event=SL, trust=0.079286, caution=0.140000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,9,1767602700000000,dio_0ighd7c,dio_0igh,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,2,no_trade_or_observation,0.694031,1.0,0.05354,0.985009,0.328817,dio_0igh: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,10,1767603000000000,dio_1qwpcvu,dio_1qwp,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,3,no_trade_or_observation,0.846917,1.0,0.093873,0.973715,0.407434,dio_1qwp: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,11,1767603300000000,dio_143dusg,dio_143d,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,1,no_trade_or_observation,0.822477,1.0,0.010545,0.997047,0.377032,dio_143d: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,12,1767603600000000,dio_1vpirj0,dio_1vpi,SHORT,SHORT,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.590538,0.083972,0.506566,15,tp_trust_visible,0.742634,1.0,-0.052832,0.985207,0.348372,"dio_1vpi: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=SHORT, Event=TP, trust=0.590538, caution=0.083972.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
156,17,1767605100000000,dio_02qut94,dio_02qu,LONG,LONG,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.490679,0.0,0.490679,9,tp_trust_visible,0.291659,0.0,0.053713,0.38496,0.192154,"dio_02qu: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=LONG, Event=TP, trust=0.490679, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_156\episodes.csv,1
157,1,1767600300000000,dio_1txvf64,dio_1txv,WAIT,WAIT,NO_TRADE,0.0,0.0,observed_without_action,inner_consequence_quiet,0.0,0.0,0.0,2,no_trade_or_observation,0.032622,1.0,0.039728,0.988876,0.040826,dio_1txv: DIO sieht eine ruhige Beobachtungsspur; Kontakt=observed_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_157\episodes.csv,1
157,2,1767600600000000,dio_16yc7xq,dio_16yc,SHORT,SHORT,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.209188,0.0,0.209188,5,tp_trust_visible,-0.184859,-1.0,0.308365,-0.286342,0.287146,"dio_16yc: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=SHORT, Event=TP, trust=0.209188, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_157\episodes.csv,1
157,7,1767602100000000,dio_0x1ohxe,dio_0x1o,LONG,LONG,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.239099,0.0,0.239099,3,tp_trust_visible,-0.06572,-1.0,-0.081173,-0.222728,0.139017,"dio_0x1o: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=LONG, Event=TP, trust=0.239099, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_157\episodes.csv,1
157,12,1767603600000000,dio_1vpirj0,dio_1vpi,SHORT,SHORT,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.590538,0.083972,0.506566,15,tp_trust_visible,0.742634,1.0,-0.052832,0.985207,0.348372,"dio_1vpi: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=SHORT, Event=TP, trust=0.590538, caution=0.083972.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_157\episodes.csv,1
157,17,1767605100000000,dio_02qut94,dio_02qu,LONG,LONG,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.490679,0.0,0.490679,9,tp_trust_visible,0.291659,0.0,0.053713,0.38496,0.192154,"dio_02qu: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=LONG, Event=TP, trust=0.490679, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_157\episodes.csv,1
158,1,1767600300000000,dio_1txvf64,dio_1txv,SHORT,SHORT,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.212653,0.0,0.212653,3,tp_trust_visible,0.032622,1.0,0.039728,0.988876,0.040826,"dio_1txv: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=SHORT, Event=TP, trust=0.212653, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_158\episodes.csv,1
158,6,1767601800000000,dio_0arws0q,dio_0arw,LONG,LONG,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,1.0,0.0,1.0,15,tp_trust_visible,-0.447325,0.0,-0.00536,0.398499,0.275533,"dio_0arw: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=LONG, Event=TP, trust=1.000000, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_158\episodes.csv,1
158,11,1767603300000000,dio_14xcnvd,dio_14xc,WAIT,LONG,NO_TRADE,0.0,0.0,held_impulse_without_action,inner_consequence_quiet,0.0,0.0,0.0,23,no_trade_or_observation,0.822477,1.0,0.010545,0.997047,0.377032,dio_14xc: DIO sieht eine ruhige Beobachtungsspur; Kontakt=held_impulse_without_action.,debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_158\episodes.csv,1
158,12,1767603600000000,dio_1vpirj0,dio_1vpi,SHORT,SHORT,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.590538,0.083972,0.506566,15,tp_trust_visible,0.742634,1.0,-0.052832,0.985207,0.348372,"dio_1vpi: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=SHORT, Event=TP, trust=0.590538, caution=0.083972.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_158\episodes.csv,1
158,17,1767605100000000,dio_02qut94,dio_02qu,LONG,LONG,TP,1.0,1.0,real_contact_carried,inner_consequence_carried,0.490679,0.0,0.490679,9,tp_trust_visible,0.291659,0.0,0.053713,0.38496,0.192154,"dio_02qu: DIO sieht eine innen getragene Konsequenzspur; Kontakt=real_contact_carried, Aktion=LONG, Event=TP, trust=0.490679, caution=0.000000.",debug\dio_mini_12n_livecheck_probe18\dio_mini_lauf_158\episodes.csv,1
