direction_support_state,family_count,avg_episode_count_delta,avg_best_reward_training_delta,avg_trade_readiness_delta,families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
same_sensory_field_same_direction_but_reife_kippt,41,0.926829268,0.024082868,0.003090002,dio_03yz|dio_05ws|dio_06b8|dio_07t9|dio_095l|dio_09u3|dio_0bde|dio_0g9z|dio_0jx1|dio_0l9d|dio_0nrp|dio_0o73|dio_0ocv|dio_0p12|dio_0pni|dio_0q96|dio_0rwa|dio_0v3a|dio_0xkp|dio_0z2v|dio_11vr|dio_140n|dio_14eb|dio_17ny|dio_19b6|dio_1fck|dio_1ffn|dio_1fz7|dio_1i05|dio_1im7,True,False,False,False,False,False,False,False
direction_support_reorganized,8,-1.875,-0.002048763,-0.004211451,dio_005q|dio_0ft4|dio_0ksa|dio_108f|dio_19bg|dio_1a1w|dio_1o2b|dio_1vz0,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,8,-3.625,0.101286528,-0.011042819,dio_01sj|dio_01w7|dio_06gy|dio_0bm2|dio_0w16|dio_0x52|dio_1ekr|dio_1f9y,True,False,False,False,False,False,False,False
direction_support_flips,4,-0.5,-0.167828575,-0.002682263,dio_0gmg|dio_1pvx|dio_1si6|dio_1wx6,True,False,False,False,False,False,False,False
same_sensory_field_direction_reward_weakens,2,-1.0,-0.58678675,-0.004874375,dio_0t27|dio_15lu,True,False,False,False,False,False,False,False
