neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,12,22,dio_0325|dio_03yz|dio_07kj|dio_09u3|dio_0dos|dio_0gx0|dio_0icm|dio_0p12|dio_0r8l|dio_0rt8|dio_0zkk|dio_10qz|dio_10xx|dio_114i|dio_1204|dio_12jj|dio_12x0|dio_15u1|dio_1mpk|dio_1n79|dio_1q4u|dio_1ytc,0.999957,0.999846,True,False,False,False,False,False,False,False
