symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_0izw,sehen_form_stability,4,-1.0,-1.0,0.0,-1.0,stable,True,False
dio_0izw,hoeren_energy_tone,4,0.039775,0.056456,0.016681,0.048115,stable,True,False
dio_0izw,fuehlen_mcm_coherence,4,-0.215808,-0.211137,0.004671,-0.213473,stable,True,False
dio_0izw,fuehlen_mcm_tension,4,0.147525,0.166479,0.018954,0.157002,stable,True,False
dio_0izw,reflection_context_carry,4,0.225647,0.239534,0.013887,0.23259,stable,True,False
dio_0izw,reflection_context_strain,4,0.243785,0.248985,0.0052,0.246386,stable,True,False
dio_0izw,reflection_context_alignment,4,0.816755,0.840666,0.023911,0.828711,soft_variant,True,False
