inner_state,contact_quality,world_count,worlds,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,avg_sehen_form_stability,avg_hoeren_energy_tone,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension
inner_carried,positive_real_contact,3,"probe18_first,probe18_repeat1,probe18_repeat2",29,29.334201,29.334201,1.011524,"dio_0120,dio_0akd,dio_0arw,dio_0bmh,dio_0ems,dio_0t0v,dio_1u7v",positive_real_contact,-0.074851,0.241379,0.012064,0.531508,0.172819
inner_carried,observed_potential,2,"probe18_first,probe18_repeat1",12,0.0,11.620133,0.0,"dio_0120,dio_0arw,dio_0bmh,dio_0ems,dio_0t0v,dio_1u7v",observed_potential,-0.052889,0.416667,0.03879,0.629907,0.214394
inner_carried,negative_real_contact,1,probe18_first,1,-1.236659,1.036659,-1.236659,dio_0t0v,negative_real_contact,0.043335,-1.0,-0.093547,-0.226193,0.11288
inner_unfinished,observed_potential,3,"probe18_first,probe18_repeat1,probe18_repeat2",7,0.0,4.404022,0.0,dio_00qb,observed_potential,0.402576,0.0,-0.078022,0.378154,0.299928
inner_open_observation,observed_potential,3,"probe18_first,probe18_repeat1,probe18_repeat2",30,0.0,9.774818,0.0,"dio_02qu,dio_0fiy,dio_0igh,dio_0x1o,dio_14xc,dio_16yc,dio_1g2t,dio_1qwp",observed_potential,0.306872,0.266667,0.101483,0.528554,0.317614
inner_cautious,observed_potential,2,"probe18_repeat1,probe18_repeat2",6,0.0,0.854898,0.0,dio_1vpi,observed_potential,0.742634,1.0,-0.052832,0.985207,0.348372
inner_cautious,negative_real_contact,2,"probe18_first,probe18_repeat1",5,-1.712415,0.712415,-0.342483,dio_1vpi,negative_real_contact,0.742634,1.0,-0.052832,0.985207,0.348372
